title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
British Muslim Converts,Kate Zebiri,religion,First published in 2007,/works/OL2218798W?edition=ia%3Abritishmuslimcon0000zebi,/authors/OL284923A/Kate_Zebiri,//covers.openlibrary.org/b/olid/OL11951046M-M.jpg,"Publish Date November 25, 2007|Publisher  Oneworld Publications|Language English|Pages 304",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Party Faithful,Amy Sullivan,religion,First published in 2008,/works/OL2758084W?edition=ia%3Apartyfaithfulhow0000sull,/authors/OL404964A/Amy_Sullivan,//covers.openlibrary.org/b/olid/OL10723560M-M.jpg,"Publish Date February 19, 2008|Publisher  Scribner|Language English|Pages 272",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The politics of gay rights,Craig A. Rimmerman,religion,First published in 2000,/works/OL18413719W?edition=ia%3Apoliticsofgayrig0000unse,/authors/OL545350A/Craig_A._Rimmerman,//covers.openlibrary.org/b/olid/OL15488167M-M.jpg,Publish Date 2000|Publisher  University of Chicago Press|Language English|Pages 460,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Modern American religion,"Marty, Martin E.",religion,First published in 1986,/works/OL1875303W?edition=ia%3Amodernamericanre0003mart,/authors/OL224547A/Marty_Martin_E.,//covers.openlibrary.org/b/olid/OL21079028M-M.jpg,"Publish Date 1986|Publisher  University of Chicago,              University of Chicago Press|Language English|Pages 386",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Islam in the African-American Experience,Richard Brent Turner,religion,First published in 1997,/works/OL3357582W?edition=ia%3Aislaminafricanam0000turn,/authors/OL545499A/Richard_Brent_Turner,//covers.openlibrary.org/b/olid/OL1011899M-M.jpg,Publish Date 1997|Publisher  Indiana University Press|Language English|Pages 300,This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
"FIGURES OF HERESY: RADICAL THEOLOGY IN ENGLISH AND AMERICAN WRITING, 1800-2000; ED. BY ANDREW DIX",Andrew Dix,religion,First published in 2005,/works/OL18846189W,/authors/OL6472888A/Andrew_Dix,//covers.openlibrary.org/b/olid/OL3399639M-M.jpg,"Publish Date 2005|Publisher  Sussex Academic Press,              Brand: Sussex Academic Press,              Liverpool University Press|Language English|Pages 212",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Secret doctors,Wonda L. Fontenot,religion,First published in 1994,/works/OL3951938W,/authors/OL721029A/Wonda_L._Fontenot,//covers.openlibrary.org/b/olid/OL1429270M-M.jpg,Publish Date 1994|Publisher  Bergin & Garvey|Language English|Pages 162,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"One God, One Lord",Larry W. Hurtado,religion,First published in 2015,/works/OL27368349W,/authors/OL6472630A/Larry_W._Hurtado,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  Bloomsbury Publishing Plc|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Spiritual Brain,Mario Beauregard,religion,First published in 2007,/works/OL9402313M,/authors/OL2630806A/Mario_Beauregard,//covers.openlibrary.org/b/olid/OL9402313M-M.jpg,"Publish Date December 1, 2007|Publisher  Tantor Media|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Spiritual Brain,Mario Beauregard,religion,First published in 2007,/works/OL9551299M,/authors/OL2630806A/Mario_Beauregard,//covers.openlibrary.org/b/olid/OL9551299M-M.jpg,"Publish Date December 1, 2007|Publisher  Tantor Media|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Spiritual Brain,Mario Beauregard,religion,First published in 2007,/works/OL9576469M,/authors/OL2630806A/Mario_Beauregard,//covers.openlibrary.org/b/olid/OL9576469M-M.jpg,"Publish Date December 1, 2007|Publisher  Tantor Media|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Adoring the saints,Yolanda Lastra,religion,First published in 2009,/works/OL9136727W?edition=ia%3Aadoringsaintsfie00last,/authors/OL3219813A/Yolanda_Lastra,//covers.openlibrary.org/b/olid/OL23165495M-M.jpg,Publish Date 2009|Publisher  University of Texas Press|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
On ecclesiastical power,"Giles of Rome, Archbishop of Bourges",religion,First published in 1990,/works/OL2639250W?edition=ia%3Ascholarshipsacra0000unse,/authors/OL384565A/Giles_of_Rome_Archbishop_of_Bourges,//covers.openlibrary.org/b/olid/OL2212982M-M.jpg,Publish Date 1990|Publisher  E. Mellen Press|Language English|Pages 303,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Death and spirituality,Kenneth J. Doka,religion,First published in 1993,/works/OL20894606W?edition=ia%3Adeathspiritualit0000unse,/authors/OL397361A/Kenneth_J._Doka,//covers.openlibrary.org/b/olid/OL1727241M-M.jpg,Publish Date 1993|Publisher  Baywood Pub. Co.|Language English|Pages 406,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Welfare and religion in 21st century Europe,Anders Bäckström,religion,First published in 2009,/works/OL15611108W?edition=ia%3Aconfiguringconne00back,/authors/OL754164A/Anders_Bäckström,//covers.openlibrary.org/b/olid/OL24561314M-M.jpg,"Publish Date 2010|Publisher  Ashgate Pub. Ltd.,              Routledge|Language English|Pages 243",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The search for satisfaction,David McKinley,religion,First published in 2006,/works/OL13744839W?edition=ia%3Asearchforsatisfa0000mcki,/authors/OL6586574A/David_McKinley,//covers.openlibrary.org/b/olid/OL23077157M-M.jpg,Publish Date 2006|Publisher  W Pub. Group|Language English|Pages 162,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Afro-eccentricity,William D. Hart,religion,First published in 2011,/works/OL15976341W?edition=ia%3Aafroeccentricity00hart,/authors/OL6952791A/William_D._Hart,//covers.openlibrary.org/b/olid/OL24881432M-M.jpg,Publish Date 2011|Publisher  Palgrave Macmillan|Language English|Pages 239,"""Afro-Eccentricity explores three overlapping stories of Black Religion: the Soul, Black Church, and Ancestor Narratives. Hart contends that these narratives dominate most account of Black Religion that, collectively, he calls the Standard Narrative of Black Religion. Against the backdrop of this account, where Afro-Eccentricity is a pun and critical trope, Hart interprets Paule Marshall's Praisesong for the Widow as a battlefield between Afrocentric and Afro-Eccentric versions of the Ancestor Narrative. Then he explores four theorists of Black Religion--Charles H. Long, William R. Jones, Cornel West, and Theophus Smith--whose work pushes against the limitations of the Standard Narrative""--Provided by publisher.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Religion in public and private life,Clarke E. Cochran,religion,First published in 1990,/works/OL4809405W?edition=ia%3Areligioninpublic0000coch,/authors/OL1013036A/Clarke_E._Cochran,//covers.openlibrary.org/b/olid/OL21396189M-M.jpg,Publish Date 1990|Publisher  Routledge|Language English|Pages 320,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The tribe of witches,Stephen James Yeates,religion,First published in 2008,/works/OL13343533W,/authors/OL6238368A/Stephen_James_Yeates,/images/icons/avatar_book-sm.png,Publish Date 2008|Publisher  Oxbow Books|Language English|Pages 195,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Spirits and scientists,David J. Hess,religion,First published in 1991,/works/OL2631602W?edition=ia%3Aspiritsscientist0000hess,/authors/OL383399A/David_J._Hess,//covers.openlibrary.org/b/olid/OL1879366M-M.jpg,Publish Date 1991|Publisher  Pennsylvania State University Press|Language English|Pages 260,This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
Habits of the High-Tech Heart: Living Virtuously in the Information Age,Quentin J. Schultze,religion,First published in 2002,/works/OL3482961W?edition=ia%3Ahabitsofhightech0000schu,/authors/OL581091A/Quentin_J._Schultze,//covers.openlibrary.org/b/olid/OL7845538M-M.jpg,Publish Date August 2002|Publisher  Baker Academic|Language English|Pages 256,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Radical pluralism and truth,Werner G. Jeanrond,religion,First published in 1991,/works/OL18353314W?edition=ia%3Aradicalpluralism0000unse,/authors/OL588343A/Werner_G._Jeanrond,//covers.openlibrary.org/b/olid/OL1554150M-M.jpg,Publish Date 1991|Publisher  Crossroad|Language English|Pages 296,This edition doesn't have a description yet. Can you add one?,1 Want to read|1 Currently reading|0 Have read
Asian Christian spirituality,Virginia Fabella,religion,First published in 1992,/works/OL19212858W,/authors/OL571383A/Virginia_Fabella,/images/icons/avatar_book-sm.png,Publish Date 1992|Publisher  Orbis Books|Language English|Pages 159,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
A great commission movement,Russell D. Bredholt,religion,First published in 1993,/works/OL19056828W?edition=ia%3Agreatcommissionm0000unse,/authors/OL2889162A/Russell_D._Bredholt,//covers.openlibrary.org/b/olid/OL424977M-M.jpg,Publish Date 1993|Publisher  Beacon Hill Press of Kansas City|Language English|Pages 94,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Domestic Devotions in the Early Modern World,Marco Faini,religion,First published in 2018,/works/OL20928439W,/authors/OL8582253A/Marco_Faini,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  BRILL|Language English,"This volume sets out to explore the world of domestic devotions and is premised on the assumption that the home was a central space of religious practice and experience throughout the early modern world. The contributions to this book, which deal with themes dating from the fifteenth to the eighteenth century, tell of the intimate relationship between humans and the sacred within the walls of the home. The volume demonstrates that the home cannot be studied in isolation: the sixteen essays, that encompass religious history, the histories of art and architecture, material culture, literary history, and social and cultural history, instead point individually and collectively to the porosity of the home and its connectedness with other institutions and broader communities.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
