title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
"Neue Fabeln, oder, Moralische Gedichte",Daniel Stoppe,poetry,First published in 1745,/works/OL6510971W,/authors/OL1736200A/Daniel_Stoppe,/images/icons/avatar_book-sm.png,Publish Date 1969|Publisher  verlegts Johann Jacob Korn|Language German|Pages 286,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Geschichte der hellenischen Dichtkunst,Hermann Ulrici,poetry,First published in 1835,/works/OL6485482W?edition=ia%3Ageschichtederhe00ulrigoog,/authors/OL1722795A/Hermann_Ulrici,//covers.openlibrary.org/b/olid/OL6984137M-M.jpg,Publish Date 1835|Publisher  Duncker und Humblot|Language German,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Five Irish poets,Seán Lucy,poetry,First published in 1970,/works/OL6401599W,/authors/OL1687434A/Seán_Lucy,/images/icons/avatar_book-sm.png,Publish Date 1970|Publisher  Mercier Press|Language English|Pages 124,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Ćwiczenia z poetyki dla studentów filologii rosyjskiej,Ryszard Łużny,poetry,First published in 1900,/works/OL6494693W,/authors/OL1727443A/Ryszard_Łużny,/images/icons/avatar_book-sm.png,Publish Date 1977|Publisher  Uniwersytet Śląski|Language Polish|Pages 376,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Anthology of Swedish lyrics from 1750 to 1925,"Stork, Charles Wharton",poetry,First published in 1930,/works/OL6573928W,/authors/OL1762901A/Stork_Charles_Wharton,/images/icons/avatar_book-sm.png,Publish Date 1979|Publisher  Granger Book Co.|Language English|Pages 294,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Guittone e i guittoniani,Franco Fabio,poetry,First published in 1971,/works/OL6532495W,/authors/OL1745856A/Franco_Fabio,/images/icons/avatar_book-sm.png,Publish Date 1971|Publisher  Libreria scientifica editrice|Language Italian|Pages 219,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
El lirismo en la poesía francesa,Emilia Pardo Bazán,poetry,First published in 1900,/works/OL637756W?edition=ia%3Aellirismoenlapoe00parduoft,/authors/OL49026A/Emilia_Pardo_Bazán,//covers.openlibrary.org/b/olid/OL23297223M-M.jpg,Publish Date 1900|Publisher  Pueyo|Language Spanish|Pages 449,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
De mi tierra,Emilia Pardo Bazán,poetry,First published in 1888,/works/OL637755W,/authors/OL49026A/Emilia_Pardo_Bazán,/images/icons/avatar_book-sm.png,Publish Date 1984|Publisher  Edicións Xerais de Galicia|Language Spanish|Pages 302,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
La poesi a española del siglo XVI,Antonio Prieto,poetry,First published in 1987,/works/OL638033W,/authors/OL49067A/Antonio_Prieto,/images/icons/avatar_book-sm.png,Publish Date 1987|Publisher  Catedra|Language Spanish,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
La muse chasseresse,Guillaume Du Sable,poetry,First published in 1884,/works/OL6528174W?edition=ia%3ACabinetDeVenerie8,/authors/OL1744530A/Guillaume_Du_Sable,//covers.openlibrary.org/b/olid/OL6745761M-M.jpg,Publish Date 1884|Publisher  Librairie des bibliophiles|Language French|Pages 98,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
