title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Investigation of the Use of Mobile Phones While Driving,Alasdair Cain,mathematics,First published in 1999,/works/OL10856032M,/authors/OL3505996A/Alasdair_Cain,/images/icons/avatar_book-sm.png,Publish Date July 1999|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"World Food Trends and U.S. Agriculture, 1960-1986",Robert N. Wisner,mathematics,First published in 1987,/works/OL10856220M,/authors/OL3506078A/Robert_N._Wisner,/images/icons/avatar_book-sm.png,Publish Date November 1987|Publisher  Diane Pub Co,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Food Safety,Lawrence J. Dyckman,mathematics,First published in 2001,/works/OL10856759M,/authors/OL2831102A/Lawrence_J._Dyckman,//covers.openlibrary.org/b/olid/OL10856759M-M.jpg,Publish Date June 2001|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Unified National Strategy for Animal Feeding Operations,,mathematics,First published in 1999,/works/OL10856778M,,/images/icons/avatar_book-sm.png,Publish Date August 1999|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Oceanic Gas Hydrate Research and Activities Review,Mary C. Boatman,mathematics,First published in 2000,/works/OL10856721M,/authors/OL3506259A/Mary_C._Boatman,/images/icons/avatar_book-sm.png,Publish Date June 2000|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Tenth Biennial Report on Great Lakes Water Quality,,mathematics,First published in 2000,/works/OL10856334M,,//covers.openlibrary.org/b/olid/OL10856334M-M.jpg,Publish Date November 2000|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Dielectric and Magnetic Properties of Printed Wiring Boards and Other Substrate Materials,James Baker-Jarvis,mathematics,First published in 1999,/works/OL10856336M,/authors/OL3374078A/James_Baker-Jarvis,/images/icons/avatar_book-sm.png,Publish Date November 1999|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Food Assistance,Robert E. Robertson,mathematics,First published in 2000,/works/OL10856462M,/authors/OL3426501A/Robert_E._Robertson,//covers.openlibrary.org/b/olid/OL10856462M-M.jpg,Publish Date February 2000|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Report Card for Americaªs Infrastructure, 2001",,mathematics,First published in 2001,/works/OL10856747M,,/images/icons/avatar_book-sm.png,Publish Date June 2001|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Comprehensive Everglades Restoration Plan,,mathematics,First published in 2000,/works/OL10856691M,,//covers.openlibrary.org/b/olid/OL10856691M-M.jpg,Publish Date May 2000|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Site Work (The Rehab Guide Series, Vol. 9)",,mathematics,First published in 2000,/works/OL10857051M,,/images/icons/avatar_book-sm.png,Publish Date October 2000|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Transition to Hdtv,John McCain,mathematics,First published in 1998,/works/OL10856957M,/authors/OL20126A/John_McCain,/images/icons/avatar_book-sm.png,Publish Date September 1998|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Rocket Science,Renee Sharp,mathematics,First published in 2001,/works/OL10856821M,/authors/OL3506295A/Renee_Sharp,/images/icons/avatar_book-sm.png,Publish Date August 2001|Publisher  Diane Pub Co,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Frequently Asked Questions Concerning Decommissioning of Nuclear Power Reactors,John L. Minns,mathematics,First published in 1998,/works/OL10856706M,/authors/OL3506255A/John_L._Minns,/images/icons/avatar_book-sm.png,Publish Date May 1998|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Food Safety,Robert C. Summers,mathematics,First published in 2002,/works/OL10857348M,/authors/OL3506181A/Robert_C._Summers,//covers.openlibrary.org/b/olid/OL10857348M-M.jpg,Publish Date June 2002|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Citizensª Guide to Risk Management Plans for Release of Hazardous Chemicals in the Air,Joseph Otis Minott,mathematics,First published in 2001,/works/OL10856486M,/authors/OL3506194A/Joseph_Otis_Minott,/images/icons/avatar_book-sm.png,Publish Date February 2001|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Diagnosing Market Power in Californiaªs Deregulated Wholesale Electricity Market,Severin Bornstein,mathematics,First published in 2000,/works/OL10856508M,/authors/OL3506203A/Severin_Bornstein,/images/icons/avatar_book-sm.png,Publish Date February 2000|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Telecommunications,Stanley J. Czerwinski,mathematics,First published in 2001,/works/OL10856684M,/authors/OL3506188A/Stanley_J._Czerwinski,//covers.openlibrary.org/b/olid/OL10856684M-M.jpg,Publish Date May 2001|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Weapon Systems,,mathematics,First published in 2001,/works/OL10856666M,,/images/icons/avatar_book-sm.png,Publish Date May 2001|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Food Safety,Lawrence J. Dyckman,mathematics,First published in 2001,/works/OL10856542M,/authors/OL2831102A/Lawrence_J._Dyckman,//covers.openlibrary.org/b/olid/OL10856542M-M.jpg,Publish Date April 2001|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Aviation and the Environment,Gerald L. Dillingham,mathematics,First published in 2000,/works/OL10856423M,/authors/OL3506136A/Gerald_L._Dillingham,//covers.openlibrary.org/b/olid/OL10856423M-M.jpg,Publish Date January 2000|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Examination of Cable Rates,John McCain,mathematics,First published in 1998,/works/OL10856871M,/authors/OL20126A/John_McCain,/images/icons/avatar_book-sm.png,Publish Date August 1998|Publisher  Diane Pub Co|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
