title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Cognition In Major Depressive Disorder,Roger S. McIntyre,mental_health,First published in 2013,/works/OL17478892W,/authors/OL2685644A/Roger_S._McIntyre,//covers.openlibrary.org/b/olid/OL26065039M-M.jpg,Publish Date 2014|Publisher  Oxford University Press|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|1 Currently reading|0 Have read
Overcoming mood swings,Jan Scott,mental_health,First published in 2001,/works/OL11711581W?edition=ia%3Aovercomingmoodsw0000scot,/authors/OL4966693A/Jan_Scott,//covers.openlibrary.org/b/olid/OL22130925M-M.jpg,Publish Date 2001|Publisher  Robinson|Language English|Pages 247,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|1 Have read
"Families, children, and the development of dysfunction",Mark R. Dadds,mental_health,First published in 1994,/works/OL18310049W?edition=ia%3Afamilieschildren0032dadd,/authors/OL584640A/Mark_R._Dadds,//covers.openlibrary.org/b/olid/OL1103840M-M.jpg,Publish Date 1995|Publisher  Sage Publications|Language English|Pages 119,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Grendon,Elaine Genders,mental_health,First published in 1989,/works/OL3499680W,/authors/OL584645A/Elaine_Genders,//covers.openlibrary.org/b/olid/OL1103848M-M.jpg,"Publish Date 1994|Publisher  Clarendon Press,              Oxford University Press|Language English|Pages 242",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Dealing with Depression,Gordon Parker,mental_health,First published in 2002,/works/OL8326032W?edition=ia%3Adealingwithdepre00park_794,/authors/OL2768183A/Gordon_Parker,//covers.openlibrary.org/b/olid/OL9695375M-M.jpg,Publish Date September 2002|Publisher  Allen & Unwin|Language English|Pages 160,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Family influences on childhood behavior and development,Thomas Gullotta,mental_health,First published in 2008,/works/OL18350208W?edition=ia%3Afamilyinfluences00gull,/authors/OL35577A/Thomas_Gullotta,//covers.openlibrary.org/b/olid/OL16922300M-M.jpg,Publish Date 2008|Publisher  Routledge|Language English|Pages 342,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Key concepts in community-based services,Nan Carle,mental_health,First published in 1984,/works/OL9809899W,/authors/OL3794714A/Nan_Carle,/images/icons/avatar_book-sm.png,Publish Date 1984|Publisher  Campaign for People withMental Handicaps|Language English|Pages 33,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Mental illness and due process,Association of the Bar of the City of Ne...,mental_health,First published in 1962,/works/OL11068852W,/authors/OL4616994A/Association_of_the_Bar_of_the_City_of_New_York._Special_Committee_to_Study_Commitment_Procedures.,/images/icons/avatar_book-sm.png,Publish Date 1962|Publisher  Cornell University Press|Language English|Pages 303,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Rage against the meshugenah,Dan Evans,mental_health,First published in 2009,/works/OL13763338W?edition=ia%3Arageagainstmeshu00evan,/authors/OL6605225A/Dan_Evans,//covers.openlibrary.org/b/olid/OL23165074M-M.jpg,Publish Date 2009|Publisher  New American Library|Language English,"In his early thirties, Danny Evans had a smokin' hot wife, a new baby boy, and the highest paying job he'd ever had. Then, in the span of one week, a sudden layoff and the events of 9/11 plunged Evans into a crushing depression. At turns poignant and uproarious, Rage Against the Meshugenah vividly traces Evans' journey through the minefield of mental illness from a modern man's point-of-view, including his no-holds-barred confrontations with infuriating sexual side effects, self-medication with beer and porn, and a therapist named Neil Diamond.Danny Evans is here to tell readers the truth about depression, in his own unique style. Skillfully combining self-deprecating humor, absurdly ridiculous insights, and astute pop culture references, Evans reveals his universal struggle to make himself feel happy in a world gone mad, and he's willing to let readers in on his rollercoaster ride of laugher, tears and a whole lot of meshugenah.   Read more Read less",1 Want to read|0 Currently reading|0 Have read
"Me, Myself and Ike",K. L. Denman,mental_health,First published in 2009,/works/OL15030536W,/authors/OL3015408A/K._L._Denman,//covers.openlibrary.org/b/olid/OL24127682M-M.jpg,Publish Date 2009|Publisher  Orca Book Publishers|Pages 208,"The Ice Man cometh.    After watching a tv program about Otzi, a 5,000-year-old ""Ice Man,"" Kit's friend Ike becomes convinced that Kit's destiny is to become the next ice man—a source of information for future generations. Together they obtain artifacts they think will accurately reflect life in the early twenty-first century and plan their journey to a nearby mountain. Kit gets tattoos similar to Otzi's, writes a manifesto and tries to come to terms with making the ultimate sacrifice. As he grows more and more agitated and isolated, his family and friends suspect that something is terribly wrong, but before they can discover the true severity of the situation, Kit and Ike set off on what could be their last journey.   Read more Read less",1 Want to read|0 Currently reading|0 Have read
Conceptual issues in psychological medicine,"Shepherd, Michael",mental_health,First published in 1990,/works/OL2670002W,/authors/OL389487A/Shepherd_Michael,//covers.openlibrary.org/b/olid/OL671988M-M.jpg,Publish Date 1998|Publisher  Routledge|Language English|Pages 250,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
An assessment of the community adjustment and service needs of former State hospital patients,Washington (State). Dept. of Social and ...,mental_health,First published in 1980,/works/OL6429526W,/authors/OL1701235A/Washington_(State)._Dept._of_Social_and_Health_Services._Division_of_Analysis_and_Information_Servic,/images/icons/avatar_book-sm.png,"Publish Date 1980|Publisher  State of Washington, Dept. of Social and Health Services, Analysis and Information Services Division, Office of Research|Language English|Pages 300",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Contradiction of Kindness; The Clarity of Justice,Marcia H. Rioux,mental_health,First published in 1993,/works/OL3671421W,/authors/OL632485A/Marcia_H._Rioux,/images/icons/avatar_book-sm.png,Publish Date 1993|Publisher  Roeher Institute|Language English|Pages 10,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Mental health services and the general hospital,American Hospital Association.,mental_health,First published in 1970,/works/OL5476859W,/authors/OL1295948A/American_Hospital_Association.,/images/icons/avatar_book-sm.png,Publish Date 1970|Language English|Pages 49,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Sweet suffering,Natalie Shainess,mental_health,First published in 1984,/works/OL5601432W?edition=ia%3Asweetsufferingwo00shai,/authors/OL1348857A/Natalie_Shainess,//covers.openlibrary.org/b/olid/OL3176345M-M.jpg,Publish Date 1984|Publisher  Bobbs-Merrill|Language English|Pages 263,This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|1 Have read
O psikhiatricheskoĭ pomoshchi i garantii͡akh prav grazhdan pri ee okazanii,V. V. Blazheev,mental_health,First published in 1993,/works/OL19863438W?edition=ia%3Aisbn_5250023878,/authors/OL332825A/V._V._Blazheev,//covers.openlibrary.org/b/olid/OL1036564M-M.jpg,"Publish Date 1993|Publisher  Izd-vo ""Respublika"",              Redakt͡s︡ionno-izdatelʹskiĭ otdel Verkhovnogo Soveta Rossiĭskoĭ Federat͡s︡ii|Language Russian|Pages 237",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
