title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
L'homme indo-européen & le sacré,Régis Boyer,religion,First published in 1995,/works/OL18936407W,/authors/OL7460791A/Régis_Boyer,//covers.openlibrary.org/b/olid/OL20679720M-M.jpg,"Publish Date 1995|Publisher  ÉDISUD,              EDISUD|Language French|Pages 302",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
1001 Nacht,Hartmut Roder,religion,First published in 2006,/works/OL18697365W,/authors/OL1047048A/Hartmut_Roder,//covers.openlibrary.org/b/olid/OL22749317M-M.jpg,"Publish Date December 30, 2006|Publisher  Verlag Philipp Von Zabern|Language German|Pages 210",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Early Greek cult practice,Robin Hägg,religion,First published in 1988,/works/OL18270465W,/authors/OL3205189A/Robin_Hägg,//covers.openlibrary.org/b/olid/OL1930604M-M.jpg,"Publish Date 1988|Publisher  Svenska Institutet i Athen,              Distributor, Paul Aströms Förlag,              Paul Astroms|Language English|Pages 303",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Tuaregs,H. T. Norris,religion,First published in 1975,/works/OL3901635W,/authors/OL709589A/H._T._Norris,//covers.openlibrary.org/b/olid/OL4932279M-M.jpg,Publish Date 1975|Publisher  Aris & Phillips|Language English|Pages 234,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
From State church to pluralism: a Protestant interpretation of religion in American history,Franklin Hamlin Littell,religion,First published in 1971,/works/OL4124340W?edition=ia%3Afromstatechurcht0000litt_n6f0,/authors/OL774348A/Franklin_Hamlin_Littell,//covers.openlibrary.org/b/olid/OL5446421M-M.jpg,Publish Date 1971|Publisher  Macmillan|Language English|Pages 225,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Never alone,Joan Winmill Brown,religion,First published in 1985,/works/OL16041583W?edition=ia%3Aneveralone00brow,/authors/OL884267A/Joan_Winmill_Brown,//covers.openlibrary.org/b/olid/OL24942743M-M.jpg,"Publish Date 1985|Publisher  C.R. Gibson,              Brand: C R Gibson Co,              Peggy Pinson|Language English|Pages 44",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Badiou and theology,Frederiek Depoortere,religion,First published in 2009,/works/OL18569483W,/authors/OL5177491A/Frederiek_Depoortere,//covers.openlibrary.org/b/olid/OL24009094M-M.jpg,"Publish Date 2009|Publisher  T & T Clark,              T&T Clark|Language English|Pages 158",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
On truth,Jiddu Krishnamurti,religion,First published in 1995,/works/OL587905W,/authors/OL2630157A/Jiddu_Krishnamurti,//covers.openlibrary.org/b/olid/OL9497983M-M.jpg,Publish Date 1995|Publisher  HarperSanFrancisco|Language English|Pages 144,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Faith and truth: a short study of some problems in philosophy and theology,Frank Herbert Brabant,religion,First published in 1926,/works/OL10431450W?edition=ia%3Afaithtruthshorts0000brab,/authors/OL4328308A/Frank_Herbert_Brabant,//covers.openlibrary.org/b/olid/OL37908182M-M.jpg,"Publish Date 1926|Publisher  Society for Promoting Christian Knowledge,              Macmillan|Language English|Pages 223",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The world of ancient magic,David R. Jordan,religion,First published in 1999,/works/OL19010449W?edition=ia%3Afonteshistoriaen0003unse,/authors/OL446472A/David_R._Jordan,//covers.openlibrary.org/b/olid/OL13183275M-M.jpg,"Publish Date December 1999|Publisher  Coronet Books Inc.,              Paul Astroms|Pages 335",This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
The changing face of God,Karen Armstrong,religion,First published in 2000,/works/OL20944743W?edition=ia%3Achangingfaceofgo0000unse,/authors/OL535878A/Karen_Armstrong,//covers.openlibrary.org/b/olid/OL19348490M-M.jpg,Publish Date 2000|Publisher  Morehouse Pub.|Language English|Pages 97,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
The law of blasphemy,Lindsey Middleton Aspland,religion,First published in 1884,/works/OL11624231W?edition=ia%3Alawofblasphemybe0000aspl,/authors/OL4909253A/Lindsey_Middleton_Aspland,//covers.openlibrary.org/b/olid/OL17742317M-M.jpg,Publish Date 1884|Publisher  Stevens & Haynes|Language English|Pages 48,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Religions on file,Diagram Group,religion,First published in 1990,/works/OL19031582W,/authors/OL4961329A/Diagram_Group,//covers.openlibrary.org/b/olid/OL21127316M-M.jpg,"Publish Date 1990|Publisher  Facts on File,              Brand: Facts on File|Language English|Pages 720",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The temples of tomorrow,Richard Kirby,religion,First published in 1993,/works/OL12861432W,/authors/OL5804813A/Richard_Kirby,/images/icons/avatar_book-sm.png,Publish Date 1993|Publisher  Grey Seal|Language English|Pages 211,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The social dimensions of sectarianism,Bryan R. Wilson,religion,First published in 1990,/works/OL18521699W,/authors/OL569925A/Bryan_R._Wilson,/images/icons/avatar_book-sm.png,"Publish Date 1990|Publisher  Clarendon Press,              Oxford University Press|Language English|Pages 299",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The living religion,Jean Vieujean,religion,First published in 1964,/works/OL22441909W?edition=ia%3Alivingreligion0000vieu,/authors/OL2198805A/Jean_Vieujean,//covers.openlibrary.org/b/olid/OL5889775M-M.jpg,Publish Date 1964|Publisher  Newman Press|Language English|Pages 261,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Spiritual writings,Dorothy L. Sayers,religion,First published in 1993,/works/OL2234952W,/authors/OL197515A/Dorothy_L._Sayers,/images/icons/avatar_book-sm.png,"Publish Date 1993|Publisher  SPCK,              SPCK Publishing|Language English|Pages 184",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Four Traditions, One Spirit",Chet Meyers,religion,First published in 2015,/works/OL21290590W?edition=ia%3Afourtraditionson0000meye,/authors/OL6371069A/Chet_Meyers,//covers.openlibrary.org/b/olid/OL28826640M-M.jpg,Publish Date 2015|Publisher  North Star Press of Saint Cloud Inc|Language English|Pages 128,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Péguy et Pascal,Julie Higaki,religion,First published in 2000,/works/OL12629393W,/authors/OL5630892A/Julie_Higaki,//covers.openlibrary.org/b/olid/OL19081237M-M.jpg,Publish Date 2005|Publisher  Presses Universitaires Blaise Pascal|Language French|Pages 427,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Les initiés,Julien Alapini,religion,First published in 1953,/works/OL5176105W,/authors/OL1152019A/Julien_Alapini,/images/icons/avatar_book-sm.png,Publish Date 1953|Publisher  Maison Aubanel père|Language French|Pages 252,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Le messie,Marek Halter,religion,First published in 1996,/works/OL706970W?edition=ia%3Alemessie0000halt,/authors/OL56087A/Marek_Halter,//covers.openlibrary.org/b/olid/OL9312337M-M.jpg,"Publish Date January 29, 1998|Publisher  Pocket|Language French|Pages 508",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Living quotations for Christians,Sherwood Eliot Wirt,religion,First published in 1974,/works/OL17855220W?edition=ia%3Alivingquotations0000wirt,/authors/OL231643A/Sherwood_Eliot_Wirt,//covers.openlibrary.org/b/olid/OL5414672M-M.jpg,Publish Date 1974|Publisher  Harper & Row|Language English|Pages 290,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Judaisms,Aaron J. Hahn Tapper,religion,First published in 2016,/works/OL20037701W?edition=ia%3Ajudaismstwentyfi0000hahn,/authors/OL6994655A/Aaron_J._Hahn_Tapper,//covers.openlibrary.org/b/olid/OL27217741M-M.jpg,Publish Date 2016|Publisher  University of California Press|Language English|Pages 261,"""An introductory textbook that examines how Jews are a culture, ethnicity, nation, nationality, race, and religion. With each chapter revolving around a single theme--Narratives, Sinais, Zions, Messiahs, Laws, Mysticisms, Cultures, Movements, Genocides, Powers, Borders, and Futures--this introductory textbook interrogates readers' understanding of the Jewish community. Written for a new mode of teaching--one that recognizes the core role that identity formation plays in our lives--this book weaves together alternative, marginalized voices to illustrate how Jews have always been in the process of reshaping their customs, practices, and beliefs. Judaisms is the first book to assess and summarize Jewish history from the time of the Hebrew Bible through today using multiple perspectives""--Provided by publisher.   Read more Read less",1 Want to read|1 Currently reading|0 Have read
Book of Chilam Balam of Chumayel,Ralph L. Roys,religion,First published in 1933,/works/OL26774868W,/authors/OL8150836A/Ralph_L._Roys,/images/icons/avatar_book-sm.png,"Publish Date January 1973|Publisher  University of Oklahoma Press,              Univ of Oklahoma|Language English|Pages 229",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Religious freedom in America,Charles C. Haynes,religion,First published in 1986,/works/OL4465185W?edition=ia%3Areligiousfre_hayn_1986_000_142264,/authors/OL890209A/Charles_C._Haynes,//covers.openlibrary.org/b/olid/OL2746350M-M.jpg,Publish Date 1986|Publisher  Americans United Research Foundation|Language English|Pages 108,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
