title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Festivals of India,Shila Sanyal,juvenile_literature,First published in 2013,/works/OL24264761W?edition=ia%3Afestivalsofindia0000sany,/authors/OL9130581A/Shila_Sanyal,//covers.openlibrary.org/b/olid/OL32098788M-M.jpg,"Publish Date 2013|Publisher  Om Kidz, an imprint of Om Books Intenrational|Language English|Pages 79",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Fantastic football phenomena,Tim Barnett,juvenile_literature,First published in 1998,/works/OL24264444W?edition=ia%3Afantasticfootbal0000barn,/authors/OL9130503A/Tim_Barnett,//covers.openlibrary.org/b/olid/OL32098380M-M.jpg,Publish Date 1998|Publisher  Red Fox|Language English|Pages 121,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
"A field guide to Washington, D.C.",Jake McGuire,juvenile_literature,First published in 2009,/works/OL24264810W?edition=ia%3Afieldguidetowash0000mcgu,/authors/OL3068527A/Jake_McGuire,//covers.openlibrary.org/b/olid/OL32098849M-M.jpg,Publish Date 2009|Publisher  City Lights Pub.|Language English|Pages 64,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Fashion Origami,Catherine Ard,juvenile_literature,First published in 2014,/works/OL24264528W?edition=ia%3Afashionorigami0000ardc,/authors/OL7651666A/Catherine_Ard,//covers.openlibrary.org/b/olid/OL32098490M-M.jpg,Publish Date 2014|Publisher  Arcturus Publishing|Language English|Pages 96,"Provides step-by-step instructions for creating origami clothes and accessories, including skirts, dresses, suits, hats, and swimsuits.   Read more Read less",2 Want to read|0 Currently reading|2 Have read
Fantastic facts about Peregrine falcons,Miles Merchant,juvenile_literature,First published in 2015,/works/OL24264443W?edition=ia%3Afantasticfactsab0000merc,/authors/OL9130502A/Miles_Merchant,//covers.openlibrary.org/b/olid/OL32098379M-M.jpg,Publish Date 2015|Publisher  Thought Junction Pub.|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The facts about electricity,Rebecca Hunter,juvenile_literature,First published in 2007,/works/OL24264215W?edition=ia%3Afactsaboutelectr0000hunt,/authors/OL4917653A/Rebecca_Hunter,//covers.openlibrary.org/b/olid/OL32098017M-M.jpg,Publish Date 2007|Publisher  Franklin Watts|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Shopping,Various,juvenile_literature,First published in 1992,/works/OL24196705W?edition=ia%3Ashopping0000unse_s7m7,/authors/OL2623771A/Various,//covers.openlibrary.org/b/olid/OL11673900M-M.jpg,Publish Date August 1992|Publisher  DK Publishing (Dorling Kindersley)|Language Spanish|Pages 24,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Discover dolphins,UNKNOWN AUTHOR,juvenile_literature,First published in 2008,/works/OL24196791W?edition=ia%3Adiscoverdolphins0000unse,/authors/OL7579314A/UNKNOWN_AUTHOR,//covers.openlibrary.org/b/olid/OL31950581M-M.jpg,Publish Date 2008|Publisher  Robert Frederick Ltd.|Language English|Pages 45,"An educational resource covering the popular mammal - the dolphin. The 48p Omnibus format is excellent value, and a great tool for school projects.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Outrageous inventions,"Townsend, John",juvenile_literature,First published in 2007,/works/OL24196499W?edition=ia%3Aoutrageousinvent0000town,/authors/OL1426008A/Townsend_John,//covers.openlibrary.org/b/olid/OL31950221M-M.jpg,Publish Date 2007|Publisher  Raintree|Language English|Pages 56,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Weird weather,Clare Oliver,juvenile_literature,First published in 2006,/works/OL24196827W?edition=ia%3Aweirdweather0000oliv,/authors/OL218491A/Clare_Oliver,//covers.openlibrary.org/b/olid/OL31950619M-M.jpg,Publish Date 2006|Publisher  Ticktock Media|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
