title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Critique of Religion and Religion's Critique,Dustin J. Byrd,religion,First published in 2020,/works/OL20765137W,/authors/OL7641161A/Dustin_J._Byrd,/images/icons/avatar_book-sm.png,Publish Date 2021|Publisher  Haymarket Books|Language English|Pages 334,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
With These Words,Rob Flood,religion,First published in 2020,/works/OL20755908W,/authors/OL7903789A/Rob_Flood,/images/icons/avatar_book-sm.png,Publish Date 2020|Publisher  New Growth Press|Language English|Pages 200,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Science, Religion, and the Protestant Tradition",James C. Ungureanu,religion,First published in 2019,/works/OL20790786W,/authors/OL7928962A/James_C._Ungureanu,//covers.openlibrary.org/b/olid/OL28141642M-M.jpg,"Publish Date Oct 29, 2019|Publisher  University of Pittsburgh Press|Pages 309",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Evening Echoes,Tracy Barnett,religion,First published in 2020,/works/OL20767560W,/authors/OL1476827A/Tracy_Barnett,/images/icons/avatar_book-sm.png,"Publish Date 2020|Publisher  Barnett, Tracy Alan|Language English",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Judging Religion Justly,Martin X. Moleski,religion,First published in 2011,/works/OL20819499W,/authors/OL2664587A/Martin_X._Moleski,//covers.openlibrary.org/b/olid/OL28185112M-M.jpg,"Publish Date Jul 01, 2012|Publisher  Cognella Academic Publishing,              Brand: Cognella Academic Publishing|Pages 238",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The spectrum of religion,Loren McClain Edwards,religion,First published in 1919,/works/OL208992W?edition=ia%3Aspectrumofreligi00edwa,/authors/OL2417283A/Loren_McClain_Edwards,//covers.openlibrary.org/b/olid/OL23338825M-M.jpg,Publish Date 1919|Publisher  Methodist Book Concern|Language English|Pages 159,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Presbyterianism,Samuel Miller,religion,First published in 2020,/works/OL20754231W,/authors/OL2948418A/Samuel_Miller,/images/icons/avatar_book-sm.png,Publish Date 2020|Publisher  Log College Press|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Agenda Nueva Providencia,Nueva Providencia,religion,First published in 2020,/works/OL20764136W,/authors/OL7909393A/Nueva_Providencia,/images/icons/avatar_book-sm.png,Publish Date 2020|Publisher  Poiema Publicaciones|Language Spanish,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Redimido y Justo Por Naturaleza : Nuestro Ser en Cristo,Michelle Steele,religion,First published in 2020,/works/OL20764487W,/authors/OL3103244A/Michelle_Steele,/images/icons/avatar_book-sm.png,Publish Date 2020|Publisher  Faith 2 Fe Publishing Company|Language Spanish,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
What Is God Doing?,Lance Lambert,religion,First published in 2015,/works/OL20569922W,/authors/OL2002135A/Lance_Lambert,//covers.openlibrary.org/b/olid/OL27815973M-M.jpg,"Publish Date Oct 26, 2018|Publisher  Lance Lambert Ministries, Inc|Pages 168",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
