title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
"The absolutely true, positively awesome book about-- Me!",Jessica Wilber,juvenile_literature,First published in 1999,/works/OL2008212W,/authors/OL241925A/Jessica_Wilber,//covers.openlibrary.org/b/olid/OL389693M-M.jpg,Publish Date 1999|Publisher  Free Spirit Pub.|Language English|Pages 127,"Presents ideas and advice on keeping a journal, along with related activities.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Di qiu ke xue,Lucy H. Daniel,juvenile_literature,First published in 2009,/works/OL20137097W?edition=ia%3Adiqiukexue20002unse,/authors/OL3348711A/Lucy_H._Daniel,//covers.openlibrary.org/b/olid/OL27317057M-M.jpg,Publish Date 2009|Publisher  Zhejiang jiao yu chu ban she|Language Chinese,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Birds (Animal Antics),Monica Hughes,juvenile_literature,First published in 2007,/works/OL20109846W?edition=ia%3Abirds0000hugh,/authors/OL6856205A/Monica_Hughes,//covers.openlibrary.org/b/olid/OL27289842M-M.jpg,"Publish Date Aug 27, 2007|Publisher  TickTock Books|Pages 32",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Human Body (Essential Life Science),Melanie Waldron,juvenile_literature,First published in 2014,/works/OL20109020W?edition=ia%3Ahumanbody0000wald_g7e3,/authors/OL2954753A/Melanie_Waldron,//covers.openlibrary.org/b/olid/OL27289018M-M.jpg,"Publish Date Jul 03, 2014|Publisher  Raintree",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Geography Success: Starter Book,Terry Jennings,juvenile_literature,First published in 2001,/works/OL20109563W,/authors/OL2668583A/Terry_Jennings,//covers.openlibrary.org/b/olid/OL27289559M-M.jpg,"Publish Date Aug 27, 2001|Publisher  Oxford University Press|Pages 64",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Bugs! Bugs! Bugs! (DK Readers Level 2),Jennifer Dussling,juvenile_literature,First published in 1998,/works/OL20109785W?edition=ia%3Abugsbugsbugs0000unse,/authors/OL22803A/Jennifer_Dussling,//covers.openlibrary.org/b/olid/OL27289781M-M.jpg,"Publish Date Sep 17, 1998|Publisher  Dorling Kindersley Publishers Ltd|Pages 32",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Discover Sharks: Great White Shark,Camilla De la Bédoyère,juvenile_literature,,/works/OL20109402W?edition=ia%3Agreatwhiteshark0000dela,/authors/OL1394228A/Camilla_De_la_Bédoyère,//covers.openlibrary.org/b/olid/OL27289397M-M.jpg,"Publisher  QED Publishing, a division of Quarto Publishing plc",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Deaf and hard of hearing,Autumn Libal,juvenile_literature,First published in 2015,/works/OL20043579W?edition=ia%3Adeafhardofhearin0000liba,/authors/OL1389703A/Autumn_Libal,//covers.openlibrary.org/b/olid/OL27223610M-M.jpg,Publish Date 2015|Publisher  Mason Crest|Language English|Pages 128,"Tells the story of Denzel, who was born deaf, following his journey through a world designed for the hearing and how he finds ways to overcome the challenges of communicating with others.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
"Yayatt, hirameita! Kisō tengai hatsumei hyakka",Małgorzata Mycielska,juvenile_literature,First published in 2016,/works/OL20043708W,/authors/OL7531092A/Małgorzata_Mycielska,/images/icons/avatar_book-sm.png,Publish Date 2016|Language Japanese|Pages 119,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Himitsu hakken!,Osamu Nishimoto,juvenile_literature,First published in 2016,/works/OL20043698W,/authors/OL7611880A/Osamu_Nishimoto,/images/icons/avatar_book-sm.png,Publish Date 2016|Language Japanese|Pages 95,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
