title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Nuodi niao lei guan,,juvenile_literature,First published in 2004,/works/OL23089224M,,/images/icons/avatar_book-sm.png,Publish Date 2004|Publisher  Duo yuan zhi hui jiao yu ji tuan (Xianggang) you xian gong si|Language Chinese|Pages 31,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Ting jue,,juvenile_literature,First published in 1993,/works/OL23043505M,,/images/icons/avatar_book-sm.png,Publish Date 1993|Publisher  Li ke chu ban she|Language Chinese,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Sesang modŭn ŭmakka ŭi ŭmak iyagi,Mi-sŏn Yu,juvenile_literature,First published in 2001,/works/OL32568906W,/authors/OL8914091A/Mi-sŏn_Yu,/images/icons/avatar_book-sm.png,Publish Date 2001|Publisher  Kkum Sodami|Language Korean|Pages 214,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Skating,Boy Scouts of America.,juvenile_literature,First published in 1973,/works/OL1966891W,/authors/OL236199A/Boy_Scouts_of_America.,/images/icons/avatar_book-sm.png,Publish Date 1973|Language English|Pages 32,Outlines the requirements for the merit badge in roller skating and describes the techniques needed to fulfill them.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
Fei ji zen mo lai di?,Althea.,juvenile_literature,First published in 1995,/works/OL19290820W,/authors/OL217841A/Althea.,/images/icons/avatar_book-sm.png,Publish Date 1995|Publisher  Shen deng chuang yi chu ban gu fen yu xian gong si|Language Chinese|Pages 32,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Shen qi niu zai,Youyu Zhang,juvenile_literature,First published in 1999,/works/OL13742087W,/authors/OL6584181A/Youyu_Zhang,/images/icons/avatar_book-sm.png,Publish Date 1999|Publisher  Wen jing chu ban she|Language Chinese|Pages 198,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Bai he jiang jun,Ruomei Cao,juvenile_literature,First published in 1993,/works/OL13711502W,/authors/OL6561933A/Ruomei_Cao,/images/icons/avatar_book-sm.png,Publish Date 1993|Publisher  Guo yü ri bao she|Language Chinese|Pages 204,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Shi wan ge xiao xiao wei shen me,Yanci Zhen,juvenile_literature,First published in 2001,/works/OL19292057W,/authors/OL7525603A/Yanci_Zhen,/images/icons/avatar_book-sm.png,Publish Date 2001|Publisher  Xin ya wen hua shi ye you xian gong si|Language Chinese|Pages 47,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Sarang kwa yonggi ŭi Kʻenedi Taetʻongnyŏng,Yo-sŏp Kim,juvenile_literature,First published in 1970,/works/OL12321404W,/authors/OL5401339A/Yo-sŏp_Kim,/images/icons/avatar_book-sm.png,Publish Date 1970|Publisher  Hallim Chʻulpʻansa|Language Korean|Pages 250,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Er tong shui qian bai wen bai da,,juvenile_literature,First published in 2004,/works/OL24263477W?edition=ia%3Aertongshuiqianba0000unse,,//covers.openlibrary.org/b/olid/OL32097023M-M.jpg,Publish Date 2004|Publisher  Jilin mei shu chu ban she|Language Chinese|Pages 114,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
