title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
How robots work,Tony Hyland,juvenile_literature,First published in 2007,/works/OL5852910W,/authors/OL1436658A/Tony_Hyland,/images/icons/avatar_book-sm.png,Publish Date 2007|Publisher  Smart Apple Media|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Climate Change (Global Issues),Cheryl Jakab,juvenile_literature,First published in 2008,/works/OL5852835W?edition=ia%3Aclimatechange0000jaka,/authors/OL1436654A/Cheryl_Jakab,//covers.openlibrary.org/b/olid/OL12499866M-M.jpg,"Publish Date February 28, 2008|Publisher  Smart Apple Media|Language English|Pages 32",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Stone (Artists at Work),Cheryl Jakab,juvenile_literature,First published in 2007,/works/OL5852873W?edition=ia%3Astone0000jaka,/authors/OL1436654A/Cheryl_Jakab,//covers.openlibrary.org/b/olid/OL12289048M-M.jpg,Publish Date January 2007|Publisher  Smart Apple Media|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Should kids play video games?,Tara Peterson,juvenile_literature,First published in 2006,/works/OL5826962W,/authors/OL1428067A/Tara_Peterson,/images/icons/avatar_book-sm.png,Publish Date 2006|Publisher  Mondo|Language English,A fourth-grade class presents arguments for and against playing video games.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
More than matzah,Debbie Herman,juvenile_literature,First published in 2006,/works/OL5853026W?edition=ia%3Amorethanmatzahpa0000herm,/authors/OL1436700A/Debbie_Herman,//covers.openlibrary.org/b/olid/OL3431390M-M.jpg,Publish Date 2006|Publisher  Barron's|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Skeletal System (Our Body),Cheryl Jakab,juvenile_literature,First published in 2007,/works/OL5852871W?edition=ia%3Aourbodyskeletals0000jaka,/authors/OL1436654A/Cheryl_Jakab,//covers.openlibrary.org/b/olid/OL12289022M-M.jpg,Publish Date January 2007|Publisher  Smart Apple Media|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Diseases and Disorders - Dyslexia (Diseases and Disorders),Arda Darakjian Clark,juvenile_literature,First published in 2005,/works/OL5827214W?edition=ia%3Adyslexia0000clar,/authors/OL1428158A/Arda_Darakjian_Clark,//covers.openlibrary.org/b/olid/OL8845359M-M.jpg,"Publish Date January 14, 2005|Publisher  Lucent Books|Language English|Pages 112",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Textiles (Artists at Work),Cheryl Jakab,juvenile_literature,First published in 2007,/works/OL5852876W?edition=ia%3Atextiles0000jaka,/authors/OL1436654A/Cheryl_Jakab,//covers.openlibrary.org/b/olid/OL12289046M-M.jpg,Publish Date January 2007|Publisher  Smart Apple Media|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Circulatory System (Our Body),Cheryl Jakab,juvenile_literature,First published in 2007,/works/OL5852829W?edition=ia%3Acirculatorysyste0000jaka,/authors/OL1436654A/Cheryl_Jakab,//covers.openlibrary.org/b/olid/OL12289018M-M.jpg,Publish Date January 2007|Publisher  Smart Apple Media|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Seasons Cycle (Earth's Cycles),Cheryl Jakab,juvenile_literature,First published in 2007,/works/OL5852869W?edition=ia%3Aseasonscycle0000jaka,/authors/OL1436654A/Cheryl_Jakab,//covers.openlibrary.org/b/olid/OL12499885M-M.jpg,Publish Date August 2007|Publisher  Smart Apple Media|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
