title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Political development,Hélio Jaguaribe,political_science,First published in 1973,/works/OL2538981W,/authors/OL359431A/Hélio_Jaguaribe,/images/icons/avatar_book-sm.png,Publish Date 1973|Publisher  Harper & Row|Language English|Pages 603,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Da cittadini a sudditi: la cittadinanza politica vanificata,Danilo Zolo,political_science,First published in 2007,/works/OL15324913W,/authors/OL56785A/Danilo_Zolo,/images/icons/avatar_book-sm.png,"Publish Date 2007|Publisher  Punto rosso,              Carta|Language Italian|Pages 111",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Middle East perspectives,George Schneiweis Wise,political_science,First published in 1981,/works/OL19447980W?edition=ia%3Amiddleeastperspe0000unse,/authors/OL2037172A/George_Schneiweis_Wise,//covers.openlibrary.org/b/olid/OL4257106M-M.jpg,"Publish Date 1981|Publisher  Darwin Press,              Northcote House Publishers Ltd,              Darwin|Language English|Pages 246",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Wolność i jej granice,Jacek Kloczkowski,political_science,First published in 2007,/works/OL18553950W,/authors/OL6185658A/Jacek_Kloczkowski,/images/icons/avatar_book-sm.png,"Publish Date 2007|Publisher  Ośrodek Myśli Politycznej,              Ośrodek Myśli Politycznej,              Wyższa Szkoła Europejska im. ks. J. Tischnera|Language Polish|Pages 275",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
al-Khurūj ʻalá al-ḥākim fī al-fikr al-siyāsī al-Islāmī,Jamāl al-Ḥusaynī Abū Farḥah,political_science,First published in 2004,/works/OL23257438W,/authors/OL8820207A/Jamāl_al-Ḥusaynī_Abū_Farḥah,/images/icons/avatar_book-sm.png,Publish Date 2004|Publisher  Markaz al-Ḥaḍārah al-ʻArabīyah|Language Arabic|Pages 119,Islam and politics; opposition (political science); political violence; religious aspects; Islam.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
Megaphone Bureaucracy,Dennis C. Grube,political_science,First published in 2019,/works/OL20156874W,/authors/OL7635766A/Dennis_C._Grube,//covers.openlibrary.org/b/olid/OL27337606M-M.jpg,"Publish Date May 14, 2019|Publisher  Princeton University Press|Pages 232",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
From Autocracy to Democracy to Technocracy,Victor N. Shaw,political_science,First published in 2020,/works/OL32286544W,/authors/OL527098A/Victor_N._Shaw,/images/icons/avatar_book-sm.png,Publish Date 2020|Publisher  Cambridge Scholars Publisher|Language English|Pages 252,"This book explores human polity with respect to its nature, context, and evolution. Specifically, it examines how individual wills translate into political ideologies, investigates what social forces converge to shape governmental operations, and probes whether human polity progresses in focus from individual wills to group interests to social integrations. The book entertains five hypotheses. The first is commonsensical: where there are people there is politics. The second is analogous: humans govern themselves socially in a way that is comparable to how a body regulates itself physically. Th.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
A Very Stable Genius: Donald J. Trump's Testing of America,Carol Leonnig,political_science,First published in 2020,/works/OL20648299W,/authors/OL7976877A/Carol_Leonnig,//covers.openlibrary.org/b/olid/OL27920287M-M.jpg,"Publish Date Feb 23, 2021|Publisher  Penguin Books|Pages 512",This edition doesn't have a description yet. Can you add one?,20 Want to read|1 Currently reading|0 Have read
North American Integration,Gaspare M. Genna,political_science,First published in 2013,/works/OL21245125W,/authors/OL7713763A/Gaspare_M._Genna,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Taylor & Francis Group|Language English|Pages 280,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The politics of intellectual property rights and access to medicines,Valbona Muzaka,political_science,First published in 2011,/works/OL15901320W,/authors/OL6932926A/Valbona_Muzaka,/images/icons/avatar_book-sm.png,Publish Date 2011|Publisher  Palgrave Macmillan|Language English,"""This book shows why contests over intellectual property rights and access to affordable medicines emerged in the 1990s and how they have been resolved so far. It argues that the current arrangement mainly ensures wealth for some rather than health for all, and points to broader concerns related to governing intellectual property solely as capital""--   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Technocracy vs. democracy,Algis Mickunas,political_science,First published in 1997,/works/OL2741992W,/authors/OL402119A/Algis_Mickunas,//covers.openlibrary.org/b/olid/OL698518M-M.jpg,Publish Date 1998|Publisher  Hampton Press|Language English|Pages 201,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The great revolt,Salena Zito,political_science,First published in 2018,/works/OL19747555W,/authors/OL7538076A/Salena_Zito,//covers.openlibrary.org/b/olid/OL27360970M-M.jpg,Publish Date 2018|Language English|Pages 309,"""Standout syndicated columnist and CNN contributor Salena Zito, with veteran Republican strategist Brad Todd, reports across five swing states and over 27,000 miles to answer the pressing question: Was Donald Trump's election a fluke or did it represent a fundamental shift in the electorate that will have repercussions--for Republicans and Democrats--for years to come. The history of the American electorate is not a litany of flukes; instead it is a pattern of tectonic plate-grinding, punctuated by a landscape-altering earthquake every generation or so. Donald Trump's electoral coalition is smashing both American political parties and its previously impenetrable political news media.The political experts called the 2016 election wrong and in the wake of the 2016 election surprise, the experts have continued to blow it - looking to predict the coming demise of the President without pausing to consider the durability of the trends and winds that swept him into office. The Great Revolt delves deep into the minds and hearts of the voters the make up this coalition. What emerges is a group of citizens who cannot be described by terms like ""angry,"" ""male,"" ""rural,"" or the often-used ""racist."" They span job descriptions, income brackets, education levels, and party allegiances. What unites them is their desire to be part of a movement larger than themselves that puts pragmatism before ideology, localism before globalism, and demands the respect it deserve from Washington. Zito and Todd have traveled on over 27,000 miles of country roads to interview more than 300 Trump voters in 10 swing counties. What they have discovered is that these voters were hiding in plain sight--ignored by both parties, the media, and the political experts all at once, ready to unite into the movement that spawned the greatest upset in recent electoral history. Deeply rooted in the culture of these Midwestern swing states, Zito and Brad Todd reframe the discussion of the ""Trump voter"" to answer the question: What next?""--  ""The history of the American electorate is not a litany of flukes; instead it is a pattern of tectonic plate-grinding, punctuated by a landscape-altering earthquake every generation or so. Donald Trump's electoral coalition is smashing both American political parties and its previously impenetrable political news media.The political experts called the 2016 election wrong and in the wake of the 2016 election surprise, the experts have continued to blow it - looking to predict the coming demise of the President without pausing to consider the durability of the trends and winds that swept him into office. The Great Revolt delves deep into the minds and hearts of the voters the make up this coalition. What emerges is a group of citizens who cannot be described by terms like ""angry,"" ""male,"" ""rural,"" or the often-used ""racist."" They span job descriptions, income brackets, education levels, and party allegiances. What unites them is their desire to be part of a movement larger than themselves that puts pragmatism before ideology, localism before globalism, and demands the respect it deserve from Washington. Zito and Todd have traveled on over 27,000 miles of country roads to interview more than 300 Trump voters in 10 swing counties. What they have discovered is that these voters were hiding in plain sight--ignored by both parties, the media, and the political experts all at once, ready to unite into the movement that spawned the greatest upset in recent electoral history. Deeply rooted in the culture of these Midwestern swing states, Zito and Brad Todd reframe the discussion of the ""Trump voter"" to answer the question: What next?""--  Was Donald Trump's election a fluke or did it represent a fundamental shift in the electorate that will have repercussions for years to come? Zito and Todd delve into the minds and hearts of citizens who were united by their desire to be part of a movement larger than themselves: one that puts pragmatism before ideology, localism before globalism, and demands the respect it deserve from Washington. These voters were ignored by both parties, the media, and the political experts. And they united into the movement that spawned the greatest upset in recent electoral history. -- adapted from publisher info   Read more Read less",4 Want to read|0 Currently reading|0 Have read
The real Romney,Michael Kranish,political_science,First published in 2012,/works/OL16263776W?edition=ia%3Arealromney00kran,/authors/OL1392644A/Michael_Kranish,//covers.openlibrary.org/b/olid/OL25095010M-M.jpg,Publish Date 2012|Publisher  Harper|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Disrespect,Axel Honneth,political_science,First published in 2007,/works/OL3104763W?edition=ia%3Adisrespectnormat00honn,/authors/OL487302A/Axel_Honneth,//covers.openlibrary.org/b/olid/OL7956482M-M.jpg,"Publish Date May 1, 2007|Publisher  Polity Press|Language English|Pages 288",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Wissenschaft und Demokratie,Roland Eckert,political_science,First published in 1971,/works/OL4507715W,/authors/OL903096A/Roland_Eckert,/images/icons/avatar_book-sm.png,Publish Date 1971|Publisher  Mohr <Siebeck>|Language German|Pages 63,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Handling, norm och rationalitet",Margareta Bertilsson,political_science,First published in 1992,/works/OL18334752W,/authors/OL1779244A/Margareta_Bertilsson,//covers.openlibrary.org/b/olid/OL1519981M-M.jpg,"Publish Date 1992|Publisher  Ariadne,              Daidalos|Language Swedish|Pages 217",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Social inquiry and political knowledge,Richard Ned Lebow,political_science,First published in 2007,/works/OL19605357W?edition=ia%3Atheoryevidenceco00lebo,/authors/OL449286A/Richard_Ned_Lebow,//covers.openlibrary.org/b/olid/OL22768066M-M.jpg,Publish Date 2007|Publisher  Palgrave Macmillan|Language English|Pages 290,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Politics and Legitimacy in Post-Soviet Eurasia,Martin Brusis,political_science,First published in 2016,/works/OL20802722W,/authors/OL7936998A/Martin_Brusis,//covers.openlibrary.org/b/olid/OL28160681M-M.jpg,"Publish Date Apr 12, 2016|Publisher  Palgrave Macmillan|Pages 251",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Family diversity and family policy,Richard M Lerner,political_science,First published in 1999,/works/OL11987652W?edition=ia%3Afamilydiversityf0000lern,/authors/OL5167370A/Richard_M_Lerner,//covers.openlibrary.org/b/olid/OL16954890M-M.jpg,Publish Date 1999|Publisher  Kluwer Academic|Language English|Pages 168,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Das Sichtbare und das Unsichtbare der Macht,Gert Melville,political_science,First published in 2005,/works/OL18918520W,/authors/OL6924292A/Gert_Melville,/images/icons/avatar_book-sm.png,"Publish Date 2005|Publisher  Böhlau,              Vandenhoeck & Ruprecht GmbH & Company KG|Language German|Pages 421",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Warfare in late Byzantium, 1204-1453",Savvas Kyriakidis,political_science,First published in 2011,/works/OL16190594W?edition=ia%3Awarfarelatebyzan00kyri,/authors/OL7018719A/Savvas_Kyriakidis,//covers.openlibrary.org/b/olid/OL25066573M-M.jpg,Publish Date 2011|Publisher  Brill|Language English|Pages 254,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Materials & methods for political science research,Carla J. Stoffle,political_science,First published in 1979,/works/OL6552131W?edition=ia%3Amaterialsmethods00stof,/authors/OL1755169A/Carla_J._Stoffle,//covers.openlibrary.org/b/olid/OL21372109M-M.jpg,Publish Date 1979|Publisher  Libraryworks|Pages 205,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
"""Civilizing"" Rio: Reform and Resistance in a Brazilian City, 1889-1930",Teresa A. Meade,political_science,First published in 1996,/works/OL3242346W?edition=ia%3Acivilizingrioref0000mead,/authors/OL528678A/Teresa_A._Meade,//covers.openlibrary.org/b/olid/OL9605686M-M.jpg,Publish Date December 1996|Publisher  Pennsylvania State University Press|Language English|Pages 208,"""Conflicts during the Old Republic between Rio de Janeiro's lower orders and their employers, the transit companies, and the state about the effects of 'modernization' resulted in many losses, but also a few victories for the poor. Such popular protests have been marginalized by a historiography that tends to label them 'pre-modern' and to privilege workplace organization and protest over community protest""--Handbook of Latin American Studies, v. 58.   Read more Read less",1 Want to read|0 Currently reading|0 Have read
