title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Alternative financing for urban transportation,Rice Center,finance,First published in 1984,/works/OL24870193W?edition=ia%3Aalternativefinan00rice,/authors/OL7272811A/Rice_Center,//covers.openlibrary.org/b/olid/OL33057666M-M.jpg,"Publish Date 1984|Publisher  Federal Highway Administration,              Urban Mass Transportation Administration|Language English|Pages 114",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Life-cycle welfare costs of social security,Richard V. Burkhauser,finance,First published in 1979,/works/OL2470875W,/authors/OL344256A/Richard_V._Burkhauser,/images/icons/avatar_book-sm.png,"Publish Date 1979|Publisher  Social Security Administration, Office of Policy, Office of Research and Statistics|Language English|Pages 23",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Money matters,Barbara Gottfried Hollander,finance,First published in 2011,/works/OL24155631W?edition=ia%3Amoneymattersintr0000holl_w5r4,/authors/OL7519702A/Barbara_Gottfried_Hollander,//covers.openlibrary.org/b/olid/OL31945484M-M.jpg,Publish Date 2011|Publisher  Raintree|Language English|Pages 56,"This series aims to introduce and familiarise students with the basics of the world financial system. From economic basics and stocks, shares and other investments, to globalisation and the economic cycle, these books will help demystify the topics surrounding money.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Analytical perspectives,United States. Office of Management and ...,finance,First published in 2009,/works/OL24210724W?edition=ia%3Aanalyticalperspe0000unit_k7o9,/authors/OL81640A/United_States._Office_of_Management_and_Budget,//covers.openlibrary.org/b/olid/OL31986629M-M.jpg,"Publish Date 2009|Publisher  For sale by the Supt. of Docs., U.S. G.P.O.|Language English|Pages 415","Contains analyses that are designed to highlight specified subject areas or provide other significant presentations of budget data that place the budget in perspective. This volume includes economic and accounting analyses; information on Federal receipts and collections; analyses of Federal spending; information on Federal borrowing and debt; baseline or current services estimates; and other technical presentations. The Analytical Perspectives volume also contains supplemental material with several detailed tables, including tables showing the budget by agency and account and by function, subfunction, and program, that is available on the Internet and as a CD-ROM in the printed document.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
United Nations Foundation,United Nations Foundation,finance,First published in 2002,/works/OL23862799W,/authors/OL8984841A/United_Nations_Foundation,/images/icons/avatar_book-sm.png,Publish Date 2002|Publisher  United Nations Foundation|Language English|Pages 113,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
GODLY FINANCES,David Crank,finance,First published in 1985,/works/OL2362710W?edition=ia%3Aisbn_9781881256748,/authors/OL321198A/David_Crank,//covers.openlibrary.org/b/olid/OL11505731M-M.jpg,Publish Date 1985|Publisher  David Crank Pub|Language English|Pages 49,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Memos to the Governor,Dall W. Forsythe,finance,First published in 2004,/works/OL25111373W,/authors/OL8187035A/Dall_W._Forsythe,/images/icons/avatar_book-sm.png,Publish Date 2012|Publisher  Georgetown University Press|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Industrial assistance programs in Canada: interpretation, law and regulations",Phillip H. Doherty,finance,First published in 1979,/works/OL15331269W,/authors/OL6735845A/Phillip_H._Doherty,/images/icons/avatar_book-sm.png,Publish Date 1981|Publisher  CCH Canadian|Language English|Pages 347,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Desarrollo de Habilidades Directivas,Juan Jose Mata Huerta,finance,First published in 2006,/works/OL15192296W,/authors/OL6820836A/Juan_Jose_Mata_Huerta,//covers.openlibrary.org/b/olid/OL13151728M-M.jpg,Publish Date 2008|Publisher  Pearson Educacion|Language Spanish,"Esta obra presenta un material encaminado hacia la formacion de lideres comprometidos con el logro se su mision, asi como de objetivos estrategicos y operativos, no solo en beneficio de las organizaciones, sino en la creacion de una cultura que fomente la mejora continua.   Read more Read less",2 Want to read|0 Currently reading|0 Have read
Las primeras ahorristas del Proyecto Corredor: evidencia de la primera cohorte de ahorristas de un proyecto piloto,Carolina Trivelli,finance,First published in 2008,/works/OL15321049W,/authors/OL1470310A/Carolina_Trivelli,/images/icons/avatar_book-sm.png,Publish Date 2008|Publisher  Instituto de Estudios Peruanos|Language Spanish|Pages 144,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
An analysis of a slum area in Cleveland,Robert Bernard Navin,finance,First published in 1934,/works/OL15429120W?edition=ia%3Aanalysisofslumar00navi,/authors/OL2320370A/Robert_Bernard_Navin,//covers.openlibrary.org/b/olid/OL24397778M-M.jpg,Publish Date 1934|Language English|Pages 27,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The Section 8 Voucher Reform Act: hearing before the Committee on Financial Services, U.S. House of Representatives, One Hundred Eleventh Congress, first session, May 21, 2009.",United States. Congress. House. Committe...,finance,First published in 2009,/works/OL15304019W,/authors/OL1408318A/United_States._Congress._House._Committee_on_Financial_Services.,/images/icons/avatar_book-sm.png,"Publish Date 2009|Publisher  U.S. G.P.O.,              For sale by the Supt. of Docs., U.S. G.P.O.|Language English|Pages 34",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Official memorandum,Canadian Pacific Railway Company,finance,First published in 1882,/works/OL1506495W?edition=ia%3Acihm_06971,/authors/OL160609A/Canadian_Pacific_Railway_Company,//covers.openlibrary.org/b/olid/OL23351148M-M.jpg,Publish Date 1882|Publisher  [s.n.]|Language English|Pages 15,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Gas contracting principles and practices: papers and proceedings of the Seminar on Gas Contracting Principles and Practices, held in Sinaia (Romania), 13-15 June 1995",Economic Commission for Europe,finance,First published in 1996,/works/OL15160517W?edition=ia%3Agascontractingpr00semi,/authors/OL2641837A/Economic_Commission_for_Europe,//covers.openlibrary.org/b/olid/OL16843195M-M.jpg,Publish Date 1996|Publisher  United Nations|Language English|Pages 354,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Law and practice of Islamic banking and finance,Norzrul Thani Nik,finance,First published in 2010,/works/OL16127271W,/authors/OL6988487A/Norzrul_Thani_Nik,/images/icons/avatar_book-sm.png,"Publish Date 2015|Publisher  Sweet & Maxwell Asia,              Thomson Reuters Malaysia Sdb. Bhd.|Language English|Pages 679",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"In Congress, March 6, 1776: Resolved, that any goods, wares and merchandizes, except staves and empty casks, other than shaken or knock'd down casks for molasses, may be exported from the thirteen united colonies ...",United States. Continental Congress.,finance,First published in 1776,/works/OL1643060W,/authors/OL183181A/United_States._Continental_Congress.,/images/icons/avatar_book-sm.png,Publish Date 1776|Publisher  Printed by John Dunlap|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The state of the states in developmental disabilities,David L. Braddock,finance,First published in 1995,/works/OL16315083W?edition=ia%3Astateofstatesind0000unse_v1f2,/authors/OL828233A/David_L._Braddock,//covers.openlibrary.org/b/olid/OL1272939M-M.jpg,Publish Date 1995|Publisher  American Association on Mental Retardation|Language English|Pages 386,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
