title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
"Bibliographie hellénique, ou Description raisonnée des ouvrages publiés par des Grecs au dix-septième siècle",Émile Louis Jean Legrand,literature,First published in 1963,/works/OL12543454W,/authors/OL5565828A/Émile_Louis_Jean_Legrand,/images/icons/avatar_book-sm.png,Publish Date 1963|Publisher  Culture et Civilisation|Language French,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Mapping literary modernism,Ricardo J. Quinones,literature,First published in 1985,/works/OL13168263W,/authors/OL226423A/Ricardo_J._Quinones,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Princeton University Press|Language English|Pages 316,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Ancient Egyptian Literature, Volume III: The Late Period",Miriam Lichtheim,literature,First published in 1980,/works/OL1227711W?edition=ia%3Aancientegyptianl00lich_094,/authors/OL123840A/Miriam_Lichtheim,//covers.openlibrary.org/b/olid/OL7708605M-M.jpg,"Publish Date September 18, 1980|Publisher  University of California Press|Language English|Pages 248",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Miti, leggende e superstizioni del medio evo",Arturo Graf,literature,First published in 1925,/works/OL11065343W,/authors/OL4615146A/Arturo_Graf,/images/icons/avatar_book-sm.png,Publish Date 1925|Publisher  Giovanni Chiantore|Language Italian|Pages 530,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Les types universels dans la littérature française,"Calvet, Jean",literature,First published in 1926,/works/OL1172908W,/authors/OL118530A/Calvet_Jean,/images/icons/avatar_book-sm.png,Publish Date 1964|Publisher  Fides|Language French,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Literary currents in Hispanic America,Pedro Henríquez Ureña,literature,First published in 1945,/works/OL1213227W?edition=ia%3Aliterarycurrents00henr,/authors/OL4279322A/Pedro_Henríquez_Ureña,//covers.openlibrary.org/b/olid/OL5880252M-M.jpg,Publish Date 1963|Publisher  Russell & Russell|Language Spanish|Pages 345,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Lingüística e historia literaria,Leo Spitzer,literature,First published in 1955,/works/OL1402595W,/authors/OL144456A/Leo_Spitzer,/images/icons/avatar_book-sm.png,Publish Date 1974|Publisher  Gredos|Language Spanish|Pages 306,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Gender and Nationalism,Gauri Mishra,literature,First published in 2022,/works/OL28888186W,/authors/OL10692676A/Gauri_Mishra,/images/icons/avatar_book-sm.png,Publish Date 2022|Publisher  Taylor & Francis Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Medieval German Literature,Marion Gibbs,literature,First published in 2002,/works/OL25205434W,/authors/OL4641160A/Marion_Gibbs,/images/icons/avatar_book-sm.png,Publish Date 2002|Publisher  Taylor & Francis Group|Language English|Pages 458,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Ireland and Ecocriticism,Eóin Flannery,literature,First published in 2015,/works/OL25163298W,/authors/OL5710928A/Eóin_Flannery,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Taylor & Francis Group|Language English,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Child Autonomy and Child Governance in Children's Literature,Christopher Kelen,literature,First published in 2016,/works/OL25757528W,/authors/OL7750729A/Christopher_Kelen,/images/icons/avatar_book-sm.png,Publish Date 2019|Publisher  Taylor & Francis Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Futures of the Present,"Watson, David",literature,First published in 2018,/works/OL25749987W,/authors/OL32906A/Watson_David,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Taylor & Francis Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
I Know Body Parts,Mary Rose Osburn,literature,First published in 2016,/works/OL28375245W,/authors/OL9265160A/Mary_Rose_Osburn,/images/icons/avatar_book-sm.png,"Publish Date 2016|Publisher  Stevens Publishing LLLP, Gareth|Language English|Pages 23",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Teaching Literature in Times of Crisis,Sofia Ahlberg,literature,First published in 2021,/works/OL25771861W,/authors/OL8104430A/Sofia_Ahlberg,/images/icons/avatar_book-sm.png,Publish Date 2021|Publisher  Taylor & Francis Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
A Book of Railway Journeys,Ludovic Kennedy,literature,First published in 1981,/works/OL257308W?edition=ia%3Abookofrailwayjou0000unse,/authors/OL2621515A/Ludovic_Kennedy,//covers.openlibrary.org/b/olid/OL22041308M-M.jpg,Publish Date 1981|Publisher  Fontana|Language English|Pages 356,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Cultures of Change in Contemporary Zimbabwe,Oliver Nyambi,literature,First published in 2021,/works/OL25330732W,/authors/OL8645196A/Oliver_Nyambi,/images/icons/avatar_book-sm.png,Publish Date 2021|Publisher  Taylor & Francis Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Greek literature in translation,Whitney Jennings Oates,literature,First published in 1944,/works/OL7017494W,/authors/OL1964413A/Whitney_Jennings_Oates,/images/icons/avatar_book-sm.png,"Publish Date 1944|Publisher  Longmans, Green and co.|Language English|Pages 1072",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Dokimes,George Seferis,literature,First published in 1974,/works/OL690305W,/authors/OL54374A/George_Seferis,//covers.openlibrary.org/b/olid/OL2272748M-M.jpg,Publish Date 1989|Publisher  P. Reclam|Language German|Pages 348,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The printing of textile fabrics,Charles Frederick Seymour Rothwell,literature,First published in 1897,/works/OL7834874W?edition=ia%3Aprintingtextile00rothgoog,/authors/OL2494540A/Charles_Frederick_Seymour_Rothwell,//covers.openlibrary.org/b/olid/OL6902804M-M.jpg,"Publish Date 1897|Publisher  C. Griffin and Company, limited|Language English|Pages 312",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Wordsworth's reading of Roman prose,Jane Worthington,literature,First published in 1946,/works/OL7023509W,/authors/OL1966789A/Jane_Worthington,/images/icons/avatar_book-sm.png,Publish Date 1970|Publisher  Archon Books|Language English|Pages 81,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Louis-Sébastien Mercier in Germany,William Webb Pusey,literature,First published in 1966,/works/OL6926391W,/authors/OL1918463A/William_Webb_Pusey,/images/icons/avatar_book-sm.png,Publish Date 1966|Publisher  AMS Press|Language English|Pages 243,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Philippine Folk Literature,Damiana L. Eugenio,literature,First published in 1993,/works/OL6449812W,/authors/OL1710707A/Damiana_L._Eugenio,//covers.openlibrary.org/b/olid/OL9180417M-M.jpg,Publish Date 1994|Publisher  University of the Philippines Press|Language English|Pages 840,This edition doesn't have a description yet. Can you add one?,3 Want to read|0 Currently reading|0 Have read
The range of literature,Elisabeth Wintersteen Schneider,literature,First published in 1960,/works/OL7162098W?edition=ia%3Arangeofliteratur00schn,/authors/OL2043927A/Elisabeth_Wintersteen_Schneider,//covers.openlibrary.org/b/olid/OL5792046M-M.jpg,Publish Date 1960|Publisher  American Book Co.|Language English|Pages 732,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Matthew Arnold and Goethe,James Bentley Orrick,literature,First published in 1928,/works/OL6681738W,/authors/OL1806012A/James_Bentley_Orrick,/images/icons/avatar_book-sm.png,Publish Date 1977|Publisher  R. West|Language English|Pages 54,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Colonial American writing,Roy Harvey Pearce,literature,First published in 1950,/works/OL4959988W,/authors/OL1070352A/Roy_Harvey_Pearce,/images/icons/avatar_book-sm.png,"Publish Date 1969|Publisher  Holt, Rinehart and Winston|Language English|Pages 707",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Aspects littéraires du sud-ouest pyrénéen,Colloque de littérature régionale (1st...,literature,First published in 1977,/works/OL5622465W,/authors/OL1356891A/Colloque_de_littérature_régionale_(1st_1982_Université_de_Pau_et_des_pays_de_l'Adour),/images/icons/avatar_book-sm.png,"Publish Date 1982|Publisher  Université de Pau et des pays de l'Adour, Institut universitaire de recherche scientifique, Dép. d'études régionales|Language French|Pages 325",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Walter Savage Landor's studies of Italian life and literature,Felice Elkin,literature,First published in 1934,/works/OL6674569W,/authors/OL1803842A/Felice_Elkin,/images/icons/avatar_book-sm.png,Publish Date 1977|Publisher  R. West|Language English|Pages 221,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Our early female novelists, and other essays",Alexander Malcolm Williams,literature,First published in 1904,/works/OL6666584W?edition=ia%3Aourearlyfemaleno00willuoft,/authors/OL1801600A/Alexander_Malcolm_Williams,//covers.openlibrary.org/b/olid/OL7163877M-M.jpg,Publish Date 1904|Publisher  J. MacLehose,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The phenomenon of Sherwood Anderson,Nathan Bryllion Fagin,literature,First published in 1927,/works/OL6610615W?edition=ia%3Aphenomenonofsher0000fagi,/authors/OL1777073A/Nathan_Bryllion_Fagin,//covers.openlibrary.org/b/olid/OL22117933M-M.jpg,Publish Date 1927|Publisher  Rossi-Bryn|Language English|Pages 156,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Primitive & mediaeval Japanese texts: translated into English with introductions, notes and glossaries",F. Victor Dickins,literature,First published in 1906,/works/OL4944283W?edition=ia%3Aprimitivemediaev00dickiala,/authors/OL879713A/F._Victor_Dickins,//covers.openlibrary.org/b/olid/OL14035503M-M.jpg,Publish Date 1906|Publisher  Clarendon press|Language English|Pages 338,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
African literature today,Eldred D. Jones,literature,First published in 1972,/works/OL4976854W,/authors/OL1075190A/Eldred_D._Jones,//covers.openlibrary.org/b/olid/OL18441435M-M.jpg,"Publish Date 1972|Publisher  Heinemann,              African Pub. Corp.|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Moby-Dick: a Hindu avatar,Hemant Balvantrao Kulkarni,literature,First published in 1970,/works/OL4596889W,/authors/OL936830A/Hemant_Balvantrao_Kulkarni,/images/icons/avatar_book-sm.png,Publish Date 1970|Publisher  Utah State University Press|Language English|Pages 70,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Essays,Allen Tate,literature,First published in 1968,/works/OL528761W?edition=ia%3Aessaysoffourdeca00tate,/authors/OL37242A/Allen_Tate,//covers.openlibrary.org/b/olid/OL5607480M-M.jpg,Publish Date 1968|Publisher  Swallow Press|Language English|Pages 640,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
An introduction to the literature of the Old Testament,S. R. Driver,literature,First published in 1891,/works/OL18468946W?edition=ia%3Aintroductiontoli0000driv_v7i3,/authors/OL454269A/S._R._Driver,//covers.openlibrary.org/b/olid/OL28400467M-M.jpg,Publish Date 1913|Publisher  Scribner|Language English|Pages 577,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Modernist Literature,Rachel Potter,literature,First published in 2012,/works/OL21018959W,/authors/OL2669153A/Rachel_Potter,/images/icons/avatar_book-sm.png,Publish Date 2012|Publisher  Edinburgh University Press|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Renaissance literature,John C. Hunter,literature,First published in 2009,/works/OL18667293W,/authors/OL6284704A/John_C._Hunter,/images/icons/avatar_book-sm.png,Publish Date 2010|Publisher  Wiley-Blackwell|Language English|Pages 1086,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
A concordance to Herman Melville's Clarel,Larry Edward Wegener,literature,First published in 1997,/works/OL19223048W,/authors/OL763331A/Larry_Edward_Wegener,//covers.openlibrary.org/b/olid/OL692696M-M.jpg,Publish Date 1997|Publisher  Edwin Mellen Press|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Historia de la literatura española,Juan Luis Alborg,literature,First published in 1966,/works/OL190569W?edition=ia%3Ahistoriadelalite0000albo,/authors/OL2106863A/Juan_Luis_Alborg,//covers.openlibrary.org/b/olid/OL22599456M-M.jpg,Publish Date 1999|Publisher  Editorial Gredos|Language Spanish|Pages 1078,This edition doesn't have a description yet. Can you add one?,4 Want to read|0 Currently reading|0 Have read
Post-Yugoslav Constellations,Vladislav Beronja,literature,First published in 2016,/works/OL21571579W,/authors/OL8249633A/Vladislav_Beronja,/images/icons/avatar_book-sm.png,"Publish Date 2016|Publisher  de Gruyter GmbH, Walter|Language English|Pages 319",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Wittgenstein's Novels,Martin Klebes,literature,First published in 2006,/works/OL21249964W,/authors/OL2700596A/Martin_Klebes,/images/icons/avatar_book-sm.png,Publish Date 2006|Publisher  Taylor & Francis Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Africans Are Not Black,Kwesi Tsri,literature,First published in 2016,/works/OL21341504W,/authors/OL8151768A/Kwesi_Tsri,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Taylor & Francis Group|Language English|Pages 99999,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Companion to Greek Literature,David Schenker,literature,First published in 2015,/works/OL21572092W,/authors/OL2812058A/David_Schenker,/images/icons/avatar_book-sm.png,"Publish Date 2020|Publisher  Wiley & Sons, Incorporated, John|Language English|Pages 576",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Contemporary Reconfigurations of American Literary Classics,Betina Entzminger,literature,First published in 2013,/works/OL22533416W,/authors/OL8611304A/Betina_Entzminger,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Taylor & Francis Group|Language English|Pages 242,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Classical and Medieval Literature Criticism,Gale Research Inc,literature,First published in 2017,/works/OL24666464W,/authors/OL7441559A/Gale_Research_Inc,//covers.openlibrary.org/b/olid/OL32737408M-M.jpg,"Publish Date Apr 22, 2020|Publisher  Gale Research Inc,              Gale Cengage|Pages 480",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Intertextual Masculinity in French Renaissance Literature,David P. LaGuardia,literature,First published in 2016,/works/OL25200071W,/authors/OL8156673A/David_P._LaGuardia,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Taylor & Francis Group|Language English|Pages 262,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Chinese Women Writers And The Feminist Imagination 19051948,Haiping Yan,literature,First published in 2006,/works/OL17398288W,/authors/OL7125994A/Haiping_Yan,//covers.openlibrary.org/b/olid/OL25979095M-M.jpg,Publish Date 2006|Publisher  Taylor & Francis Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Historja literatury niepodleglej Polski (965-1795): (z wypisami),Ignacy Chrzanowski,literature,First published in 1930,/works/OL1248722W,/authors/OL126108A/Ignacy_Chrzanowski,/images/icons/avatar_book-sm.png,Publish Date 1942|Publisher  Urząd Oświaty i Spraw Szkolnych|Language Polish|Pages 739,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Chekhov,Robert Louis Jackson,literature,First published in 1967,/works/OL1391606W?edition=ia%3Achekhovcollectio00jack,/authors/OL142889A/Robert_Louis_Jackson,//covers.openlibrary.org/b/olid/OL5545166M-M.jpg,Publish Date 1967|Publisher  Prentice-Hall|Language English|Pages 213,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
The bardic stories of Ireland,Patrick Kennedy,literature,First published in 1871,/works/OL15922858W?edition=ia%3Abardicstoriesofi00kenn,/authors/OL552549A/Patrick_Kennedy,//covers.openlibrary.org/b/olid/OL23280172M-M.jpg,"Publish Date 1871|Publisher  M'Glashan and Gill,              P. Kennedy,              Simpkin, Marshall,              Burns, Oates,              J. Menzies|Language English|Pages 231",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Anthology of American literature,George L. McMichael,literature,First published in 1988,/works/OL16077784W?edition=ia%3Aanthologyofameri02mcmi,/authors/OL1758779A/George_L._McMichael,//covers.openlibrary.org/b/olid/OL2032691M-M.jpg,Publish Date 1989|Publisher  Macmillan|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Modernism,Malcolm Bradbury,literature,First published in 1976,/works/OL17943132W?edition=ia%3Amodernism18901930000unse,/authors/OL486121A/Malcolm_Bradbury,//covers.openlibrary.org/b/olid/OL17142443M-M.jpg,Publish Date 1986|Publisher  Penguin|Language English|Pages 687,This edition doesn't have a description yet. Can you add one?,16 Want to read|0 Currently reading|0 Have read
Bengali literature,Jyotish Chandra Ghosh,literature,First published in 1948,/works/OL1770420W?edition=ia%3Abengaliliteratur0000ghos,/authors/OL208246A/Jyotish_Chandra_Ghosh,//covers.openlibrary.org/b/olid/OL4947859M-M.jpg,"Publish Date 1976|Publisher  Curzon Press,              Rowman and Littlefield|Language English|Pages 198",This edition doesn't have a description yet. Can you add one?,4 Want to read|0 Currently reading|0 Have read
Morning yet on creation day: essays,Chinua Achebe,literature,First published in 1975,/works/OL891810W?edition=ia%3Amorningyetoncrea00ache,/authors/OL78910A/Chinua_Achebe,//covers.openlibrary.org/b/olid/OL7436702M-M.jpg,Publish Date 1976|Publisher  Anchor Books|Language English|Pages 145,This edition doesn't have a description yet. Can you add one?,27 Want to read|2 Currently reading|1 Have read
Précis de littérature grecque,Jacqueline de Romilly,literature,First published in 1980,/works/OL1372058W?edition=ia%3Ashorthistoryofgr0000romi,/authors/OL140446A/Jacqueline_de_Romilly,//covers.openlibrary.org/b/olid/OL17769341M-M.jpg,Publish Date 1985|Publisher  University of Chicago Press|Language English|Pages 293,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
