title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
"Light Against Darkness
            
                Journal of Ancient Judaism Supplements JajS",Armin Lange,religion,First published in 2011,/works/OL17565052W,/authors/OL3380266A/Armin_Lange,//covers.openlibrary.org/b/olid/OL26155637M-M.jpg,Publish Date 2011|Publisher  Vandehoeck & Ruprecht,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Interreligious hermeneutics in pluralistic Europe,David Cheetham,religion,First published in 2011,/works/OL16987453W?edition=ia%3Ainterreligioushe00chee,/authors/OL3053966A/David_Cheetham,//covers.openlibrary.org/b/olid/OL25567763M-M.jpg,Publish Date 2011|Publisher  Rodopi|Language English|Pages 449,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Introducing Tibetan Buddhism,Geoffrey Samuel,religion,First published in 2012,/works/OL16184620W,/authors/OL7015663A/Geoffrey_Samuel,/images/icons/avatar_book-sm.png,Publish Date 2012|Publisher  Routledge|Language English,"""Introducing Tibetan Buddhism is the ideal starting point for students wishing to undertake a comprehensive study of Tibetan religion. This lively introduction covers the whole spectrum of Tibetan religious history, from early figures and the development of the old and new schools of Buddhism to the spread and influence of Tibetan Buddhism throughout the world. Geoffrey Samuel covers the key schools and traditions, as well as Bon, and bodies of textual material, including the writings of major lamas. He explores aspects such as the path to liberation through Sutra and Tantra teachings, philosophy, ethics, ritual, and issues of gender and national identity. Illustrated throughout, the book includes a chronology, glossary, pronunciation guide, summaries, discussion questions and recommendations for further reading to aid students' understanding and revision""--   Read more Read less",0 Want to read|0 Currently reading|0 Have read
The new universe and the human future,Nancy Ellen Abrams,religion,First published in 2011,/works/OL15976457W?edition=ia%3Anewuniversehuman0000abra,/authors/OL6952831A/Nancy_Ellen_Abrams,//archive.org/services/img/newuniversehuman0000abra,Publish Date 2011|Publisher  Yale University Press|Language English|Pages 238,"""After a four-century rupture between science and the questions of value and meaning, this groundbreaking book presents an explosive and potentially life-altering idea: if the world could agree on a shared creation story based on modern cosmology and biology--a story that has just become available--it would redefine our relationship with Planet Earth and benefit all of humanity, now and into the distant future.  Written in eloquent, accessible prose and illustrated in magnificent color throughout, including images from innovative simulations of the evolving universe, this book brings the new scientific picture of the universe to life. It interprets what our human place in the cosmos may mean for us and our descendants. It offers unique insights into the potential use of this newfound knowledge to find solutions to seemingly intractable global problems such as climate change and unsustainable growth. And it explains why we need to ""think cosmically, act globally"" if we're going to have a long-term, prosperous future on Earth""--  ""Most people assume either that Earth was created as-is a few thousand years ago, or else that it's a lonely rock in endless space--although both assumptions are wrong. Meanwhile, global problems like climate destabilization, economic chaos, religious-justified violence, and exhaustion of planetary resources are escalating. These facts are connected. The new universe picture described in this book provides a believable new origin story and cosmic context, which help us to think for the first time on large enough time and size scales to see how to keep Earth and the human species healthy long into the future""--   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Creative encounters,Ruth Illman,religion,First published in 2012,/works/OL15991498W,/authors/OL5976853A/Ruth_Illman,/images/icons/avatar_book-sm.png,Publish Date 2012|Publisher  Equinox Pub.|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
al-Ḥurrīyah al-dīnīyah fī al-ḥiwār al-madanī-al-dīnī fī Lubnān,Ziyād Ṣāʼigh,religion,First published in 2017,/works/OL32523837W,/authors/OL11798209A/Ziyād_Ṣāʼigh,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Dār al-Fārābī|Language Arabic|Pages 271,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Das Ende der Aufklärung?,Gerfried Sperl,religion,First published in 2007,/works/OL19012596W,/authors/OL599152A/Gerfried_Sperl,/images/icons/avatar_book-sm.png,Publish Date 2007|Publisher  Leykam|Language German|Pages 167,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Post-theism,H. A. Krop,religion,First published in 2000,/works/OL19431283W,/authors/OL1103566A/H._A._Krop,//covers.openlibrary.org/b/olid/OL6873295M-M.jpg,"Publish Date 2000|Publisher  Peeters,              Peeters Publishers|Language English|Pages 581",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Die Orientalischen Religionen im Römerreich,M. J. Vermaseren,religion,First published in 1981,/works/OL19511207W?edition=ia%3Adieorientalische0000unse_g4t9,/authors/OL804370A/M._J._Vermaseren,//covers.openlibrary.org/b/olid/OL3853543M-M.jpg,"Publish Date 1981|Publisher  Brill,              Brill Academic Pub|Language German|Pages 576",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Law and religion in the Roman republic,O. E. Tellegen-Couperus,religion,First published in 2011,/works/OL16126705W,/authors/OL63712A/O._E._Tellegen-Couperus,//covers.openlibrary.org/b/olid/OL25011480M-M.jpg,"Publish Date 2011|Publisher  Brill,              BRILL|Language English|Pages 230",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
