title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Superacids and acidic melts as inorganic chemical reaction media,Thomas A. O'Donnell,chemistry,First published in 1992,/works/OL4288433W,/authors/OL832169A/Thomas_A._O'Donnell,//covers.openlibrary.org/b/olid/OL1713379M-M.jpg,"Publish Date 1992|Publisher  VCH Publishers,              VCH Verlagsgesellschaft,              VCH Publishers (UK)|Language English",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Photoelectrochemistry and Photovoltaics of Layered Semiconductors,A. Aruchamy,chemistry,First published in 1992,/works/OL19894495W?edition=ia%3Aphotoelectrochem00buch,/authors/OL2783609A/A._Aruchamy,//covers.openlibrary.org/b/olid/OL27080696M-M.jpg,Publish Date 1992|Publisher  Springer Netherlands|Language English|Pages 360,"This volume is devoted exclusively to the interfacial photoelectronic properties of the inorganic layered semiconductors investigated in solid state (Schottky and p-n) photovoltaic and photoelectrochemical (solid/electrolyte) cells. The results of extensive studies on the various interfacial and surface electronic characteristics, interfacial photoreactions and materials aspects of the layered semiconductors reported in the last fifteen years have been reviewed. The layered transition metal dichalcogenides have served as model compounds for the investigation of the details of photoelectrochemical processes and related studies involving surfaces. The layered semiconducting materials have been found to be promising solar cell materials. Significant energy conversion efficiencies have been realized in photoelectrochemical solar cells and in solid state photovoltaic cells. Novel studies including quantum size effects in layered semiconductors have been reported. UHV spectroscopic studies of the surfaces of important layered semiconductors have been given. Recent developments in the preparation of the layered materials have been summarized. New insights into the physical and chemical characteristics of this class of materials have been gained by the studies reported in this book. Highlights include: -- Data on optical and electronic properties of layered semiconductors; -- Solid state and semiconductor/electrolyte junction characteristics; -- Photovoltaic and photoelectrochemical solar cells based on layered materials; -- UHV spectroscopic studies of surfaces of layered semiconductors; -- Quantum size effects in layered semiconductor colloids; -- Novel layered material preparation techniques.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
The world of physical chemistry,Keith James Laidler,chemistry,First published in 1993,/works/OL2025212W?edition=ia%3Aworldofphysicalc0000laid,/authors/OL244537A/Keith_James_Laidler,//covers.openlibrary.org/b/olid/OL1736564M-M.jpg,Publish Date 1993|Publisher  Oxford University Press|Language English|Pages 476,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Characterization and Authentication of Olive and Other Vegetable Oils,María Jesús Lerma García,chemistry,First published in 2012,/works/OL19833902W?edition=ia%3Acharacterization00garc,/authors/OL7557369A/María_Jesús_Lerma_García,//covers.openlibrary.org/b/olid/OL27023760M-M.jpg,"Publish Date 2012|Publisher  Springer Berlin Heidelberg,              Imprint: Springer|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Quality in chemical measurements,Wolfhard Wegscheider,chemistry,First published in 2001,/works/OL19898054W?edition=ia%3Aqualitychemicalm00neid,/authors/OL7841800A/Wolfhard_Wegscheider,//covers.openlibrary.org/b/olid/OL6791000M-M.jpg,Publish Date 2001|Publisher  Springer|Language English|Pages 177,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Synthetic applications of 1,3 dipolar cycloaddition chemistry toward heterocycles and natural products",Albert Padwa,chemistry,First published in 2002,/works/OL19552891W?edition=ia%3Asyntheticapplica00padw_145,/authors/OL7579906A/Albert_Padwa,//covers.openlibrary.org/b/olid/OL3584822M-M.jpg,Publish Date 2002|Language English|Pages 940,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Supramolecular Systems in Biomedical Fields,J. R. Aldrich-Wright,chemistry,First published in 2013,/works/OL21505927W,/authors/OL8228788A/J._R._Aldrich-Wright,/images/icons/avatar_book-sm.png,"Publish Date 2013|Publisher  Royal Society of Chemistry, The|Language English|Pages 548",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Green Technologies for Wastewater Treatment,Giusy Lofrano,chemistry,First published in 2012,/works/OL19853511W?edition=ia%3Agreentechnologie00lofr,/authors/OL7562092A/Giusy_Lofrano,//covers.openlibrary.org/b/olid/OL27041857M-M.jpg,Publish Date 2012|Publisher  Springer Netherlands|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Advances in chemical physics,Ilya Prigogine,chemistry,First published in 1991,/works/OL19859807W?edition=ia%3Aisbn_0471532819,/authors/OL2677387A/Ilya_Prigogine,//covers.openlibrary.org/b/olid/OL10328916M-M.jpg,"Publish Date April 25, 1991|Publisher  Wiley-Interscience|Language English|Pages 489",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
A reference list of bibliographies,Julian Arell Sohon,chemistry,First published in 1924,/works/OL214379W?edition=ia%3Areferencelistofb00soho,/authors/OL2430816A/Julian_Arell_Sohon,//archive.org/services/img/referencelistofb00soho,Publish Date 1924|Publisher  The H.W. Wilson Company|Language English|Pages 100,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
