title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Taste & See : for God So Loved the World,Katie Fisher,religion,First published in 2023,/works/OL35964167W,/authors/OL8305873A/Katie_Fisher,/images/icons/avatar_book-sm.png,Publish Date 2023|Publisher  Fishermen Press|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"His Arms, Our Tears",Nancy Rowe,religion,First published in 2014,/works/OL27102325W?edition=ia%3Ahisarmsourtearss0000rowe,/authors/OL5475598A/Nancy_Rowe,//covers.openlibrary.org/b/olid/OL36789758M-M.jpg,"Publish Date 2014|Publisher  Creative Properties LLC,              CrossHouse Publishing,              CrossHouse Pub.|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Grass Roots in Mexico,F. LaMond Tullis,religion,First published in 2022,/works/OL28428571W,/authors/OL656986A/F._LaMond_Tullis,/images/icons/avatar_book-sm.png,Publish Date 2022|Publisher  Deseret Book Company|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Thinking about religion,Ivan Strenski,religion,First published in 2006,/works/OL19569753W?edition=ia%3Athinkingaboutrel0000unse,/authors/OL543908A/Ivan_Strenski,//covers.openlibrary.org/b/olid/OL3401762M-M.jpg,"Publish Date 2006|Publisher  Blackwell Pub.,              Blackwell Publishing Limited|Language English|Pages 256",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Parenting Rules!,Ryan O'Quinn,religion,First published in 2015,/works/OL25690393W,/authors/OL9706881A/Ryan_O'Quinn,//covers.openlibrary.org/b/olid/OL34506044M-M.jpg,Publish Date 2015|Publisher  BroadStreet Publishing|Language English|Pages 144,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Classical Tales of Mythology,Thomas Bulfinch,religion,First published in 2020,/works/OL32410773W,/authors/OL39464A/Thomas_Bulfinch,/images/icons/avatar_book-sm.png,Publish Date 2020|Publisher  Arcturus Publishing|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Religion for a Change,Joanne O'Brien,religion,First published in 2000,/works/OL36010137W,/authors/OL2645600A/Joanne_O'Brien,/images/icons/avatar_book-sm.png,Publish Date 2000|Publisher  Bloomsbury Publishing Plc|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Introducing new gods,Robert Garland,religion,First published in 1992,/works/OL11431536W,/authors/OL4805852A/Robert_Garland,/images/icons/avatar_book-sm.png,Publish Date 1992|Publisher  Duckworth|Language English|Pages 234,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
High School Talksheets Lesson 16,"Lynn, David",religion,First published in 2007,/works/OL36012298W,/authors/OL1424737A/Lynn_David,/images/icons/avatar_book-sm.png,Publish Date 2007|Publisher  Zondervan|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Creative Bible Lessons in Nehemiah Session 8,Andrew Hedges,religion,First published in 2006,/works/OL36012976W,/authors/OL9839159A/Andrew_Hedges,/images/icons/avatar_book-sm.png,Publish Date 2006|Publisher  Zondervan|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
High School Talksheets Lesson 7,"Lynn, David",religion,First published in 2007,/works/OL36012983W,/authors/OL1424737A/Lynn_David,/images/icons/avatar_book-sm.png,Publish Date 2007|Publisher  Zondervan|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Essays on World Religion,Huston Smith,religion,First published in 1995,/works/OL3930630W,/authors/OL716209A/Huston_Smith,//covers.openlibrary.org/b/olid/OL9861987M-M.jpg,Publish Date May 1995|Publisher  Paragon House|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Zond Classic Reference Library,Zondervan Publishing Company,religion,First published in 1994,/works/OL8590724W,/authors/OL3319300A/Zondervan_Publishing_Company,//covers.openlibrary.org/b/olid/OL10360988M-M.jpg,"Publish Date November 1, 1994|Publisher  Zondervan|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
