title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Lots of things you want to know about knights,"West, David",juvenile_literature,First published in 2015,/works/OL20027409W,/authors/OL1388809A/West_David,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  Smart Apple Media|Language English|Pages 24,"How much do you really know about medieval knights? What happened to a captured knight? Who was the greatest knight? Each page in this series presents a large full-color illustration and simple paragraph containing fun facts about gear, historical figures, and day-to-day life that encourage kids to explore this high-interest topic in more detail. Readers can dip in at random or read from cover to cover. New vocabulary is bolded and defined in a glossary.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
What became of the Aztec cities?,Anita Croy,juvenile_literature,First published in 2018,/works/OL19730173W,/authors/OL3010344A/Anita_Croy,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Cavendish Square|Language English|Pages 48,"The Aztec people lived in central Mexico and are known for their rich culture and powerful empire. Although these people held control over several regions in Mexico, the Spanish conquistadors eventually removed them from power. What has become of these once famous cities? Archaeologists and historians have been working toward uncovering more information about how these people came to power, how they lived, and what their culture consisted of. Readers will learn about how excavations of Aztec cities have provided scholars with information regarding these people lived and how their cities were constructed. Full-color photographs and corresponding fact boxes supplement the informational text and will excite readers to learn more about these ancient cities.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Ice scientist: careers in the frozen Antarctic,Sara L. Latta,juvenile_literature,First published in 2009,/works/OL1947492W?edition=ia%3Aicescientistcare0000latt,/authors/OL233713A/Sara_L._Latta,//covers.openlibrary.org/b/olid/OL16870529M-M.jpg,Publish Date 2009|Publisher  Enslow Publishers|Language English,"""Explores different careers in the Antarctic using examples of real scientists in the field""--Provided by publisher.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
I Love Louis,Sophie Schrey,juvenile_literature,First published in 2013,/works/OL21252622W,/authors/OL7341499A/Sophie_Schrey,/images/icons/avatar_book-sm.png,"Publish Date 2013|Publisher  O'Mara Books, Limited, Michael|Language English|Pages 96",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Find Out about Ancient Egypt, Rome and Greece",Charlotte Hurdman,juvenile_literature,First published in 2013,/works/OL21247600W?edition=ia%3Afindoutaboutanci0000char,/authors/OL2830529A/Charlotte_Hurdman,//covers.openlibrary.org/b/olid/OL28765684M-M.jpg,"Publish Date 2013|Publisher  Anness Publishing,              Armadillo|Language English|Pages 256",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Journey Through Our Solar System,Mae Jemison,juvenile_literature,First published in 2013,/works/OL21246832W,/authors/OL2733091A/Mae_Jemison,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Scholastic Library Publishing|Language English|Pages 48,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Stay safe!,Claire Llewellyn,juvenile_literature,First published in 2006,/works/OL21670201W?edition=ia%3Astaysafe0000llew_b5d9,/authors/OL230128A/Claire_Llewellyn,//covers.openlibrary.org/b/olid/OL29473676M-M.jpg,Publish Date 2006|Publisher  QED|Language English|Pages 24,"This practical book uses simple, clear language to encourage children to take care of themselves and their bodies.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Great ships on the Great Lakes,Catherine Green,juvenile_literature,First published in 2013,/works/OL23286264W,/authors/OL8832782A/Catherine_Green,//covers.openlibrary.org/b/olid/OL31131330M-M.jpg,Publish Date 2013|Publisher  Wisconsin Historical Society Press|Language English|Pages 136,"""Great Ships on the Great Lakes is a highly accessible maritime history of the Great Lakes for the upper elementary classroom, with an emphasis on Michigan and Wisconsin""-Provided by publisher.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
What's in the sky?,Ian Smith,juvenile_literature,First published in 2004,/works/OL21732344W?edition=ia%3Awhatsinsky0000smit_t5y7,/authors/OL861297A/Ian_Smith,//covers.openlibrary.org/b/olid/OL29573853M-M.jpg,Publish Date 2004|Publisher  QED Publishing|Language English|Pages 24,"Discusses the different planets, how they rotate around each other, and how their positions affect weather.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Score with race car math,Stuart Murray,juvenile_literature,First published in 2013,/works/OL22641784W,/authors/OL2630905A/Stuart_Murray,/images/icons/avatar_book-sm.png,"Publish Date 2013|Publisher  Enslow Elementary an imprint of Enslow Publishers, Inc.|Language English|Pages 48","""Use math to solve problems about various famous races and drivers, all while learning race car facts""--   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Inventors of food and agriculture technology,Heather S. Morrison,juvenile_literature,First published in 2016,/works/OL22314459W?edition=ia%3Ainventorsoffooda0000morr,/authors/OL8534325A/Heather_S._Morrison,//covers.openlibrary.org/b/olid/OL30392260M-M.jpg,Publish Date 2016|Publisher  Cavendish Square|Language English|Pages 144,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
John Tavares,Shane Frederick,juvenile_literature,First published in 2016,/works/OL22314566W,/authors/OL5752804A/Shane_Frederick,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Capstone Press|Language English|Pages 32,"""Details the life and career of hockey superstar John Tavares""--   Read more Read less",0 Want to read|0 Currently reading|0 Have read
How heavy is heavy?,Robert Gardner,juvenile_literature,First published in 2015,/works/OL23199663W?edition=ia%3Ahowheavyisheavys0000gard,/authors/OL27306A/Robert_Gardner,//covers.openlibrary.org/b/olid/OL31033588M-M.jpg,"Publish Date 2015|Publisher  Enslow Elementary, an imprint of Enslow Publishers, Inc.|Language English","""Simple science experiments about measurement of weight using everyday items with many experiments that can be turned into science fair projects.""--   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Spies in the Mossad,Laura K. Murray,juvenile_literature,First published in 2016,/works/OL23227586W,/authors/OL7608251A/Laura_K._Murray,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Creative Education|Language English|Pages 24,"""An early reader's guide to Mossad spies, introducing Israeli espionage history, famous agents such as Cheryl Bentov, skills such as tailing, and the dangers all spies face""--   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Yu the Great conquers the flood,Anita Yasuda,juvenile_literature,First published in 2014,/works/OL23304708W?edition=ia%3Ayugreatconquersf0000yasu,/authors/OL2845759A/Anita_Yasuda,//covers.openlibrary.org/b/olid/OL31151883M-M.jpg,Publish Date 2014|Publisher  Magic Wagon|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Laws of motion and Isaac Newton,Fred Bortz,juvenile_literature,First published in 2014,/works/OL23290227W,/authors/OL8534530A/Fred_Bortz,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  The Rosen Publishing|Language English|Pages 80,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Tributaries of the Chesapeake Bay,Heather Moore Niver,juvenile_literature,First published in 2014,/works/OL22759682W?edition=ia%3Atributariesofche0000nive,/authors/OL6839789A/Heather_Moore_Niver,//covers.openlibrary.org/b/olid/OL30734138M-M.jpg,Publish Date 2014|Publisher  Gareth Stevens Publishing|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
The science of race cars,Karen Latchana Kenney,juvenile_literature,First published in 2016,/works/OL22318946W?edition=ia%3Ascienceofracecar0000kenn,/authors/OL2775862A/Karen_Latchana_Kenney,//covers.openlibrary.org/b/olid/OL30397654M-M.jpg,"Publish Date 2016|Publisher  Abdo Publishing,              ABDO Publishing Company|Language English",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Super simple automobile projects,Alex Kuskowski,juvenile_literature,First published in 2016,/works/OL23229325W,/authors/OL6954434A/Alex_Kuskowski,//covers.openlibrary.org/b/olid/OL31065341M-M.jpg,"Publish Date 2016|Publisher  Super Sandcastle, an imprint of ABDO Publishing,              ABDO Publishing Company|Language English|Pages 32",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Why do we need rocks and minerals?,Kelley MacAulay,juvenile_literature,First published in 2014,/works/OL23180623W?edition=ia%3Awhydoweneedrocks0000maca,/authors/OL1389163A/Kelley_MacAulay,//covers.openlibrary.org/b/olid/OL31016362M-M.jpg,Publish Date 2014|Publisher  Crabtree Publishing Company|Language English|Pages 24,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Investigating Atlantis and other lost cities,Philip Wolny,juvenile_literature,First published in 2015,/works/OL23195856W?edition=ia%3Ainvestigatingatl0000woln,/authors/OL1389088A/Philip_Wolny,//covers.openlibrary.org/b/olid/OL31029570M-M.jpg,Publish Date 2015|Publisher  Britannical Educational Publishing|Language English|Pages 48,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The heart and blood in your body,Ryan Nagelhout,juvenile_literature,First published in 2015,/works/OL23193700W,/authors/OL7129484A/Ryan_Nagelhout,/images/icons/avatar_book-sm.png,"Publish Date 2015|Publisher  Britannica Educational Publishing, in association with Rosen Educational Services|Language English|Pages 32",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Christmas story for children,Max Lucado,juvenile_literature,First published in 2014,/works/OL23181833W,/authors/OL7380355A/Max_Lucado,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Zondervan|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Play-doh pioneer,Lee Slater,juvenile_literature,First published in 2016,/works/OL22319821W?edition=ia%3Aplaydohpioneerjo0000slat,/authors/OL8536539A/Lee_Slater,//covers.openlibrary.org/b/olid/OL30398693M-M.jpg,Publish Date 2016|Publisher  ABDO Publishing Company|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|1 Have read
Zendaya,Heather E. Schwartz,juvenile_literature,First published in 2014,/works/OL20337909W,/authors/OL2805138A/Heather_E._Schwartz,//covers.openlibrary.org/b/olid/OL27546549M-M.jpg,"Publish Date Aug 01, 2014|Publisher  LernerClassroom|Pages 32",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Coral Reef,Louise Spilsbury,juvenile_literature,First published in 2016,/works/OL20472740W?edition=ia%3Aathomeincoralree0000spil_y2f3,/authors/OL1394428A/Louise_Spilsbury,//covers.openlibrary.org/b/olid/OL27701189M-M.jpg,"Publish Date Feb 25, 2016|Publisher  Wayland|Pages 32",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Benjamin Franklin,Benjamin Proudfit,juvenile_literature,First published in 2015,/works/OL22952959W?edition=ia%3Abenjaminfranklin0000prou,/authors/OL7529515A/Benjamin_Proudfit,//covers.openlibrary.org/b/olid/OL30859996M-M.jpg,Publish Date 2015|Publisher  Gareth Stevens Publishing|Language English|Pages 24,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
